taxon,evc.class.code
Salvia candelabrum,ROS
Salvia dumetorum,FES
Salvia fruticosa,ROS
Salvia glutinosa,EPI+FAG
Salvia herbanica,OLE
Salvia nemorosa subsp. nemorosa,ART+FES
Salvia nemorosa subsp. pseudosylvestris,FES
Salvia nutans,FES
Salvia officinalis subsp. lavandulifolia,ROS
Salvia officinalis subsp. officinalis,FES
Salvia officinalis subsp. oxyodon,ROS
Salvia phlomoides subsp. boissieri,ROS
Salvia phlomoides subsp. phlomoides,ROS
Salvia pomifera,ROS
Salvia pratensis subsp. bertolonii,FES
Salvia pratensis subsp. pratensis,FES+MOL
Salvia saccardiana,FES
Salvia scabiosifolia,FES+SED
Salvia sclarea,ART+FES
Salvia sclareoides,FES
Salvia tomentosa,ERI
Salvia transsylvanica,FES
Salvia valentina,FES
Salvia verbenaca,ART+FES
Salvia verticillata,ART+FES
Salvia viridis,CHE+CRU+TRA
Salvia willeana,CYP
Salvinia molesta,LEM
Salvinia natans,LEM
Sambucus ebulus,EPI
Sambucus lanceolata,LAU
Sambucus nigra,POP+ROB
Sambucus palmensis,LAU
Sambucus racemosa,ROB+VIR
Samolus valerandi,ADI+ISO
Sanguisorba ancistroides,ASP
Sanguisorba dodecandra,MUL
Sanguisorba hybrida,QUI
Sanguisorba lateriflora,MOL
Sanguisorba minor subsp. balearica,FES
Sanguisorba minor subsp. minor,FES
Sanguisorba officinalis,BRA+MOL
Sanguisorba rupicola,ASP
Sanguisorba verrucosa,SAC+TRA
Sanicula azorica,AZO
Sanicula epipactis,FAG
Sanicula europaea,FAG
Sanionia uncinata,MOL
Santolina canescens,PEG
Santolina chamaecyparissus,PEG
Santolina elegans,ROS
Santolina impressa,PEG
Santolina magonica,CRI
Santolina oblongifolia subsp. oblongifolia,THL
Santolina oblongifolia subsp. obtusifolia,PEG
Santolina pectinata,PEG
Santolina rosmarinifolia,PEG
Santolina semidentata,PEG
Santolina villosa,PEG
Santolina viscosa,ROS
Sanvitalia procumbens,DIG
Saponaria bellidifolia,SES
Saponaria caespitosa,ONO
Saponaria calabrica,THL
Saponaria cypria,CYP
Saponaria glutinosa,ART+SAB
Saponaria lutea,SES
Saponaria ocymoides subsp. alsinoides,GEN
Saponaria ocymoides subsp. ocymoides,PUB+PYR+THL
Saponaria officinalis,ART+POP
Saponaria pumila,TRI
Saponaria sicula,RUM
Sarcocapnos baetica subsp. baetica,ASP
Sarcocapnos baetica subsp. integrifolia,ASP
Sarcocapnos crassifolia subsp. speciosa,ASP
Sarcocapnos enneaphylla subsp. enneaphylla,ASP
Sarcocapnos enneaphylla subsp. saetabensis,ASP
Sarcocapnos pulcherrima,ASP
Sarcocornia fruticosa,SAL
Sarcocornia hispanica,SAL
Sarcocornia perennis subsp. alpini,SAL
Sarcocornia perennis subsp. perennis,SAL
Sarcocornia pruinosa,SAL
Sarcopoterium spinosum,CRU+ROS
Sarmentypnum exannulatum,SCH
Sarmentypnum sarmentosum,SCH
Sarracenia purpurea,OXY
Satureja coerulea,FES
Satureja cuneifolia,THL
Satureja hortensis,TUB
Satureja innota,ROS
Satureja intricata subsp. gracilis,ROS
Satureja intricata subsp. intricata,ROS
Satureja kitaibelii,FES+SES
Satureja montana subsp. montana,FES+ONO
Satureja montana subsp. variegata,FES
Satureja obovata subsp. canescens,ROS
Satureja obovata subsp. obovata,ROS
Satureja parnassica,POP
Satureja salzmannii,ULI
Satureja subspicata,FES
Satureja thymbra,ROS
Saururus cernuus,PHR
Saussurea alpina,KOB+SES
Saussurea depressa,THL
Saussurea discolor,SES
Saussurea porcii,SCH
Saussurea pygmaea,SES
Saussurea salsa,FEP
Sauteria alpina,HER
Saxifraga adscendens,SES+THL
Saxifraga aizoides,MON
Saxifraga almeriensis,ASP
Saxifraga androsacea,THL
Saxifraga aphylla,THL
Saxifraga aquatica,MON
Saxifraga arachnoidea,ASP
Saxifraga aretioides,ASP
Saxifraga aspera,ASP+SED
Saxifraga babiana,ASP
Saxifraga berica,ASP
Saxifraga biflora,THL
Saxifraga biternata,ASP
Saxifraga blavii,THL
Saxifraga bourgeana,ASP
Saxifraga bryoides,THL
Saxifraga bulbifera,FES+SED
Saxifraga burseriana,ASP
Saxifraga caesia,SES
Saxifraga callosa subsp. callosa,ASP
Saxifraga callosa subsp. catalaunica,ASP
Saxifraga camposii,ASP
Saxifraga canaliculata,ASP
Saxifraga carpatica,THL
Saxifraga carpetana subsp. graeca,PUB
Saxifraga caucasica,LAM
Saxifraga cernua,COC+KOB
Saxifraga cespitosa,COC+HER+LOI
Saxifraga cintrana,ASP
Saxifraga clusii subsp. lepismigena,MON
Saxifraga cochlearis,ASP
Saxifraga conifera,ONO
Saxifraga continentalis,ASP
Saxifraga corsica subsp. corsica,ASP
Saxifraga corsica subsp. cossoniana,POD
Saxifraga corymbosa,ASP
Saxifraga cotyledon,ASP
Saxifraga crustata,ASP
Saxifraga cuneata,ASP
Saxifraga cuneifolia,PIC
Saxifraga depressa,THL
Saxifraga diapensioides,ASP
Saxifraga discolor,SES
Saxifraga exarata subsp. ampullacea,ASP+SES
Saxifraga exarata subsp. carniolica,SES
Saxifraga exarata subsp. delphinensis,ASP
Saxifraga exarata subsp. exarata,THL
Saxifraga exarata subsp. lamottei,ASP
Saxifraga facchinii,ASP
Saxifraga federici-augusti subsp. federici-augusti,ASP
Saxifraga federici-augusti subsp. grisebachii,ASP
Saxifraga felineri,ASP
Saxifraga ferdinandi-coburgi,SES
Saxifraga flagellaris,COC+HER
Saxifraga florulenta,ASP
Saxifraga fragilis subsp. fragilis,POD
Saxifraga fragilis subsp. paniculata,POD
Saxifraga fragosoi,ASP+PHA+SED
Saxifraga gemmulosa,POD
Saxifraga genesiana,ASP
Saxifraga geranioides,PIC
Saxifraga glabella,THL
Saxifraga globulifera,ASP
Saxifraga granulata,FES
Saxifraga hariotii,ASP
Saxifraga hieraciifolia,TRI
Saxifraga hirculus,SCH
Saxifraga hirsuta subsp. hirsuta,FAG
Saxifraga hirsuta subsp. paucicrenata,ASP
Saxifraga hohenwartii,THL
Saxifraga hostii subsp. hostii,ASP+FES
Saxifraga hostii subsp. rhaetica,ASP
Saxifraga hypnoides,THL
Saxifraga intricata,ASP
Saxifraga juniperifolia,ASP
Saxifraga latepetiolata,POD
Saxifraga longifolia,ASP
Saxifraga losae,ASP
Saxifraga luteoviridis,ASP
Saxifraga maderensis var. maderensis,AEO
Saxifraga maderensis var. pickeringii,AEO
Saxifraga marginata,ASP+SES
Saxifraga media,ASP
Saxifraga moncayensis,ASP
Saxifraga moschata,ASP+LAM+SES
Saxifraga muscoides,THL
Saxifraga mutata subsp. demissa,ASP
Saxifraga mutata subsp. mutata,ASP
Saxifraga nevadensis,ASP
Saxifraga nivalis,HER
Saxifraga oppositifolia subsp. amphibia,LIT
Saxifraga oppositifolia subsp. blepharophylla,THL
Saxifraga oppositifolia subsp. murithiana,THL
Saxifraga oppositifolia subsp. oppositifolia,COC+THL
Saxifraga oppositifolia subsp. paradoxa,THL
Saxifraga oppositifolia subsp. rudolphiana,THL
Saxifraga oppositifolia subsp. speciosa,SES+THL
Saxifraga osloensis,COR
Saxifraga paniculata subsp. paniculata,FES+SES
Saxifraga paniculata subsp. stabiana,SES
Saxifraga paradoxa,ASP
Saxifraga pedemontana subsp. cervicornis,ASP
Saxifraga pedemontana subsp. cymosa,THL
Saxifraga pedemontana subsp. pedemontana,ASP
Saxifraga pentadactylis subsp. almanzorii,ASP
Saxifraga pentadactylis subsp. pentadactylis,ASP
Saxifraga pentadactylis subsp. willkommiana,ASP
Saxifraga petraea,ASP
Saxifraga porophylla,ASP
Saxifraga portosanctana,AEO
Saxifraga praetermissa,THL
Saxifraga presolanensis,ASP
Saxifraga pubescens subsp. iratiana,THL
Saxifraga pubescens subsp. pubescens,ASP
Saxifraga retusa subsp. augustana,ASP
Saxifraga retusa subsp. retusa,ASP
Saxifraga reuteriana,ASP
Saxifraga rigoi,ASP
Saxifraga rivularis,COC+HER
Saxifraga rosacea subsp. sternbergii,ASP+THL
Saxifraga rotundifolia subsp. rotundifolia,MUL+VIR
Saxifraga sancta,ASP
Saxifraga sedoides subsp. hohenwartii,THL
Saxifraga sedoides subsp. prenja,THL
Saxifraga sedoides subsp. sedoides,THL
Saxifraga seguieri,ASP+THL
Saxifraga sibirica,HER+THL
Saxifraga spathularis,THL
Saxifraga spruneri,ASP
Saxifraga squarrosa,ASP
Saxifraga stellaris subsp. engleri,MON
Saxifraga stellaris subsp. stellaris,MON
Saxifraga stolonifera,ASP
Saxifraga stribrnyi,ASP
Saxifraga styriaca,TRI
Saxifraga tenella,ASP+SES
Saxifraga tenuis,HER+KOB
Saxifraga tombeanensis,ASP
Saxifraga tridactylites,SED+TRA
Saxifraga trifurcata,ASP
Saxifraga umbrosa,FAG+PIC
Saxifraga valdensis,ASP
Saxifraga vandellii,ASP
Saxifraga vayredana,ASP
Saxifraga wahlenbergii,THL
Saxifraga X alejandrei,ASP
Saxifraga X capitata,THL
Saxifraga X celtiberica,ASP
Saxifraga X ciliaris,THL
Saxifraga X davidis-webbii,ASP
Saxifraga X faucicola,ASP
Saxifraga X fontqueri,ASP
Saxifraga X liebanensis,ASP
Saxifraga X luteopurpurea,ASP
Saxifraga X montserratii,ASP
Saxifraga X polita,FAG
Saxifraga X rivasmartinezii,ASP
Saxifraga X somedana,ASP
Saxifraga X verguinii,ASP
Scabiosa achaeta,FES
Scabiosa andryalifolia,ROS
Scabiosa atropurpurea,CHE+LYG
Scabiosa canescens,FES
Scabiosa cinerea,SES
Scabiosa columbaria subsp. banatica,FES
Scabiosa columbaria subsp. columbaria,FES
Scabiosa columbaria subsp. portae,FES+SES
Scabiosa columbaria subsp. pseudobanatica,SES
Scabiosa hladnikiana,FES
Scabiosa holosericea,FES
Scabiosa lucida subsp. lucida,SES
Scabiosa lucida subsp. stricta,SES
Scabiosa mollissima,FES
Scabiosa nitens,TOL
Scabiosa ochroleuca,FES
Scabiosa praemontana,FES
Scabiosa pyrenaica,SES
Scabiosa silenifolia,SES
Scabiosa triandra,FES
Scabiosa triniifolia,FES
Scabiosa ucrainica,CRU
Scabiosa velenovskyana,SES
Scabiosa vestina,SES
Scandix australis subsp. australis,CHE+TRA
Scandix australis subsp. microcarpa,CHE
Scandix macrorhyncha,DAP
Scandix pecten-veneris,CHE
Scandix stellata,COR+SIS+TUB
Scapania apiculata,PIC
Scapania carinthiaca,PIC
Scapania glaucocephala,PIC
Scapania nimbosa,TRI
Scapania ornithopodioides,TRI
Scapania paludosa,MON
Scapania uliginosa,MON
Scapania undulata,MON
Scapania verrucosa,PIC
Schedonorus arundinaceus subsp. arundinaceus,MOL
Schedonorus arundinaceus subsp. atlantigenus,MOL
Schedonorus arundinaceus subsp. fenas,MOL
Schedonorus arundinaceus subsp. mediterraneus,MOL
Schedonorus giganteus,FAG+POP
Schedonorus pluriflorus,MOL
Schedonorus pratensis subsp. apenninus,MUL
Schedonorus pratensis subsp. pratensis,MOL
Schenkia spicata,BID+ISO+SAG
Scheuchzeria palustris,SCH
Schistidium frigidum,PAP
Schivereckia podolica,FES+SED
Schizogyne glaberrima,KLE
Schizogyne sericea,KLE
Schlagintweitia intybacea,ASP+LOI
Schoenoplectus carinatus,PHR
Schoenoplectus lacustris,PHR
Schoenoplectus litoralis,PHR
Schoenoplectus mucronatus,ORY+PHR
Schoenoplectus pungens,PHR
Schoenoplectus supinus,ISO+ORY
Schoenoplectus tabernaemontani,PHR
Schoenoplectus triqueter,PHR
Schoenus ferrugineus,SCH
Schoenus nigricans,MOL+SCH
Scilla bifolia subsp. bifolia,FAG+POP
Scilla bifolia subsp. danubialis,POP
Scilla bifolia subsp. drunensis,FAG
Scilla dimartinoi,CRI
Scilla drunensis,POP
Scilla haemorrhoidalis,KLE
Scilla hughii,ASP
Scilla hyacinthoides,FES
Scilla latifolia,OLE
Scilla lilio-hyacinthos,FAG
Scilla madeirensis,AEO+KLE+OLE
Scilla monophyllos,QUI
Scilla odorata,TUB
Scilla siberica,EPI+FAG
Scilla sicula,LYG
Scilla spetana,FAG
Scilla subnivalis,PUB
Scilla verna,NAR
Scilla vindobonensis,POP
Scirpoides holoschoenus,JUN+MOL
Scirpus atrovirens,MOL
Scirpus radicans,PHR
Scirpus sylvaticus,MOL
Sciuro-hypnum glaciale,MON
Sciuro-hypnum plumosum,PUR
Scleranthus annuus subsp. annuus,PAR+SED
Scleranthus annuus subsp. collinus,SED
Scleranthus delortii,TUB
Scleranthus perennis subsp. burnatii,PIL
Scleranthus perennis subsp. dichotomus,TUB
Scleranthus perennis subsp. marginatus,TRI
Scleranthus perennis subsp. perennis,COR+SED
Scleranthus perennis subsp. polycnemoides,SED
Scleranthus polycarpos,SED+TUB
Scleranthus uncinatus,TRI
Scleranthus verticillatus,SED+TUB
Sclerochloa dura,POL
Scleropodium cespitans,FAG
Scleropodium purum,GER
Scolymus grandiflorus,ART
Scolymus hispanicus,ART
Scolymus maculatus,ART
Scopolia carniolica,FAG
Scorpidium cossonii,SCH
Scorpidium revolvens,SCH
Scorpidium scorpioides,SCH
Scorpiurus muricatus,CHE+TUB
Scorpiurus vermiculatus,BUL+CHE
Scorzonera albicans,ROS
Scorzonera angustifolia,FES
Scorzonera aristata,ONO+SES
Scorzonera austriaca,FES+ONO
Scorzonera baetica,LAV
Scorzonera ensifolia,COR
Scorzonera hirsuta,ROS
Scorzonera hispanica subsp. asphodeloides,QUI
Scorzonera hispanica subsp. crispatula,ROS
Scorzonera hispanica subsp. hispanica,FES+GER
Scorzonera humilis,ULI
Scorzonera mollis,FES
Scorzonera parviflora,FEP
Scorzonera reverchonii,ROS
Scorzonera troodea,CYP
Scorzonera villosa,FES
Scorzoneroides autumnalis subsp. autumnalis,MOL
Scorzoneroides autumnalis subsp. borealis,MOL
Scorzoneroides cantabrica,IND
Scorzoneroides carpetana,MOL
Scorzoneroides cichoriacea,PUB
Scorzoneroides crocea,TRI
Scorzoneroides duboisii,SCH
Scorzoneroides helvetica,TRI
Scorzoneroides microcephala,SCH
Scorzoneroides montana,THL
Scorzoneroides montaniformis,THL
Scorzoneroides nevadensis,TRI
Scorzoneroides pyrenaica,NAR+TRI
Scorzoneroides rilaensis,TRI
Scorzoneroides salzmannii,CHE
Scrophularia alpestris,FAG
Scrophularia auriculata subsp. auriculata,EPI
Scrophularia auriculata subsp. valentina,MOL
Scrophularia bourgeana,THL
Scrophularia calliantha,OLE
Scrophularia canina subsp. bicolor,THL
Scrophularia canina subsp. canina,THL
Scrophularia canina subsp. frutescens,CRU
Scrophularia canina subsp. hoppii,THL
Scrophularia cretacea,FES
Scrophularia crithmifolia,PHA+THL
Scrophularia donetzica,SED
Scrophularia goldeana,DRY
Scrophularia grandiflora,CHE+EPI
Scrophularia granitica,SED
Scrophularia herminii,ART
Scrophularia hirta,LAU
Scrophularia laciniata,THL
Scrophularia laevigata,PUR
Scrophularia lowei,AEO
Scrophularia lucida,THL
Scrophularia minima,LAM
Scrophularia myriophylla,THL
Scrophularia nodosa,FAG+POP
Scrophularia oxyrhyncha,PHA
Scrophularia peregrina,CHE+EPI
Scrophularia pyrenaica,ASP
Scrophularia racemosa,LAU
Scrophularia ramossissima,AMM
Scrophularia reuteri,EPI
Scrophularia rupestris,DRY
Scrophularia sciophila,THL
Scrophularia scopolii,MUL
Scrophularia scorodonia,POP
Scrophularia smithii subsp. hierrensis,GER
Scrophularia smithii subsp. langeana,GER
Scrophularia smithii subsp. smithii,GER
Scrophularia sublyrata,PHA
Scrophularia umbrosa subsp. neesii,PHR
Scrophularia umbrosa subsp. umbrosa,EPI+PHR
Scrophularia vernalis,FAG
Scutellaria alpina,SES
Scutellaria altissima,PUB
Scutellaria columnae,PUB
Scutellaria cypria,CYP
Scutellaria galericulata,ALN+PHR
Scutellaria hastifolia,MOL
Scutellaria hirta,DAP
Scutellaria minor,MOL+SCH
Scutellaria orientalis subsp. alpina,DAP
Scutellaria orientalis subsp. orientalis,DRY
Scutellaria rupestris subsp. parnassica,DAP
Scutellaria sieberi,ASP
Scutellaria supina,FES+GER
Secale sylvestre,COR
Securigera cretica,CHE+FES
Securigera elegans,FAG+PUB
Securigera globosa,ASP
Securigera tinctoria,NER
Securigera varia,FES+GER
Sedobassia sedoides,KAL
Sedum acre,COR+FES+SED
Sedum album,SED
Sedum alpestre,GEN+HER+THL
Sedum alsinifolium,ASP
Sedum amplexicaule subsp. amplexicaule,SED
Sedum amplexicaule subsp. tenuifolium,BUL+SED
Sedum anacampseros,COR
Sedum andegavense,TUB
Sedum anglicum subsp. anglicum,SED
Sedum anglicum subsp. pyrenaicum,SED
Sedum annuum,COR
Sedum anopetalum,COR
Sedum antiquum,ASP
Sedum arenarium,TUB
Sedum atratum subsp. atratum,SES+THL
Sedum atratum subsp. carinthiacum,THL
Sedum brevifolium,COR
Sedum brissemoretii,AEO
Sedum caespitosum,TUB
Sedum candolleanum,HER
Sedum cepaea,POD
Sedum creticum,ASP
Sedum dasyphyllum subsp. dasyphyllum,ASP+CYM
Sedum dasyphyllum subsp. glanduliferum,ASP
Sedum dasyphyllum subsp. granatense,SED
Sedum farinosum,AEO
Sedum forsterianum,FAG
Sedum fragrans,ASP
Sedum fusiforme,AEO
Sedum grisebachii,THL
Sedum gypsicola,SED
Sedum hirsutum subsp. baeticum,PHA
Sedum hirsutum subsp. hirsutum,COR
Sedum hispanicum,ASP+SED
Sedum hybridum,COR+FES
Sedum kostovii,ASP+COR
Sedum lacerottense,AEO
Sedum lagascae,ISO
Sedum litoreum,SAG
Sedum magellense subsp. magellense,THL
Sedum magellense subsp. olympicum,ASP
Sedum maireanum,ISO
Sedum melanantherum,TRI
Sedum microstachyum,CYP
Sedum monregalense,ASP
Sedum montanum subsp. montanum,SED
Sedum montanum subsp. orientale,SED
Sedum mucizonia,PHA
Sedum nudum subsp. lancerottense,AEO
Sedum nudum subsp. nudum,AEO
Sedum pedicellatum subsp. lusitanicum,TUB
Sedum pedicellatum subsp. pedicellatum,TUB
Sedum pruinatum,SED
Sedum rubens,COR+TUB
Sedum rupestre,SED
Sedum sarmentosum,ASP
Sedum sediforme subsp. dianium,SED
Sedum sediforme subsp. sediforme,SED
Sedum sexangulare,COR+SED
Sedum spurium,ASP+SED
Sedum stefco,SED
Sedum tenellum,HER+LAM
Sedum urvillei,SED
Sedum villosum subsp. glandulosum,ASP
Sedum villosum subsp. villosum,MON
Selaginella denticulata,POD
Selaginella helvetica,TRI
Selaginella kraussiana,POD
Selaginella selaginoides,SES
Selinum carvifolia,ALN+MOL
Selinum dubium,MOL
Selinum silaifolium,GER+PUB
Semele androgyna,LAU
Semele gayae,LAU
Sempervivum arachnoideum subsp. arachnoideum,SED
Sempervivum arachnoideum subsp. tomentosum,SED
Sempervivum calcareum,ONO
Sempervivum dolomiticum,SED
Sempervivum globiferum subsp. allionii,ASP
Sempervivum globiferum subsp. arenarium,ASP+COR
Sempervivum globiferum subsp. globiferum,SED
Sempervivum globiferum subsp. hirtum,FES+SED
Sempervivum globiferum subsp. pseudohirtum,TRI
Sempervivum grandiflorum,SED
Sempervivum heuffelii,ASP+SED
Sempervivum marmoreum,FES
Sempervivum minutum,SED
Sempervivum montanum subsp. burnatii,GEN+SED
Sempervivum montanum subsp. montanum,SED
Sempervivum montanum subsp. stiriacum,SED
Sempervivum pittonii,FES
Sempervivum pumilum,ASP
Sempervivum tectorum subsp. arvernense,ASP+SED
Sempervivum tectorum,FES+SED
Sempervivum vicentei,SED
Sempervivum wulfenii,LOI+TRI
Sempervivum zeleborii,SED
Senecio bayonnensis,ULI
Senecio bollei,KLE
Senecio cacaliaster,MUL
Senecio carpetanus,THL
Senecio doria subsp. doria,FEP+MOL
Senecio doria subsp. laderoi,EPI
Senecio doronicum,SES
Senecio flavus,KLE
Senecio fontanicola,SCH
Senecio fruticulosus,THL
Senecio gallicus,CHE
Senecio germanicus subsp. germanicus,EPI+FAG
Senecio germanicus subsp. glabratus,EPI+FAG
Senecio glaucus subsp. coronopifolius,TUB
Senecio helenitis subsp. macrochaetus,MOL
Senecio helodes,MUL
Senecio hercynicus,MUL
Senecio inaequidens,ART
Senecio incrassatus,KLE
Senecio lagascanus,ONO
Senecio leucanthemifolius,CRI+MOQ
Senecio lividus,CHE
Senecio lopezii,QUI
Senecio nemorensis,ASA
Senecio nevadensis subsp. malacitanus,PEG
Senecio nevadensis subsp. nevadensis,THL
Senecio ovatus subsp. alpestris,EPI
Senecio ovatus subsp. ovatus,EPI+ROB
Senecio platyphylloides,FAG
Senecio provincialis,ONO+SES
Senecio pyrenaicus subsp. granatensis,THL
Senecio pyrenaicus subsp. pyrenaicus,THL
Senecio ruthenensis,PUB
Senecio sarracenicus,EPI
Senecio squalidus subsp. aethnensis,RUM
Senecio squalidus subsp. microglossus,THL
Senecio squalidus subsp. rupestris,THL
Senecio sylvaticus,EPI
Senecio tauricus,SED
Senecio teneriffae,OLE
Senecio thapsoides,THL
Senecio umbrosus,MUL
Senecio varicosus,CRI
Senecio vernalis,DIG
Senecio viscosus,THL
Senecio vulgaris,PAR+SIS
Serapias cordigera,MOL+TUB
Serapias lingua subsp. lingua,SAC+TUB
Serapias neglecta,TUB
Serapias nurrica,QUI
Serapias orientalis subsp. levantina,ROS
Serapias orientalis subsp. orientalis,ROS
Serapias orientalis subsp. siciliensis,LYG
Serapias parviflora,SAC
Serapias perez-chiscanoi,SAC
Serapias vomeracea,MOL
Serratula coronata,BRA+MOL
Serratula quinquefolia,FAG
Serratula tinctoria subsp. monticola,NAR
Serratula tinctoria subsp. seoanei,NAR
Serratula tinctoria subsp. tinctoria,MOL+NAR+QUE
Sesamoides purpurascens subsp. purpurascens,IND
Sesamoides purpurascens subsp. spathulata,COR
Sesamoides purpurascens subsp. suffruticosa,PHA
Sesamoides pygmaea,PIL
Seseli annuum subsp. annuum,FES
Seseli annuum subsp. carvifolium,FES
Seseli austriacum,FES
Seseli bocconi,ASP
Seseli campestre,FES
Seseli cantabricum,FES
Seseli dichotomum,DRY
Seseli farrenyi,CRI
Seseli galloprovinciale,ONO
Seseli globiferum,ASP
Seseli gracile,FES
Seseli gummiferum,ASP
Seseli hippomarathrum,FES
Seseli intricatum,PUB
Seseli kochii,FES
Seseli lehmannii,DRY+SED
Seseli leucospermum,FES
Seseli libanotis,BRA+GER+MOL
Seseli longifolium,MOL
Seseli malyi,THL
Seseli montanum subsp. granatensis,ONO
Seseli montanum subsp. montanum,FES+ONO+SES
Seseli montanum subsp. nanum,ONO
Seseli montanum subsp. peixotoanum,IND
Seseli osseum,FES
Seseli pallasii,FES
Seseli peucedanoides,FES+GER
Seseli ponticum,DRY
Seseli praecox,CRI
Seseli tomentosum,ASP
Seseli tortuosum,AMM+COR+FES
Seseli webbii,KLE
Sesleria alba subsp. alba,DAP
Sesleria alba subsp. voronovii,PUB
Sesleria albanica,FES
Sesleria anatolica,PUB
Sesleria autumnalis,ONO+PUB+SES
Sesleria caerulea subsp. angustifolia,SES
Sesleria caerulea subsp. caerulea,FES+ONO+RHO+SES
Sesleria calabrica,FES+SES
Sesleria coerulans,SES
Sesleria comosa,TRI
Sesleria doerfleri,ASP
Sesleria heuflerana,FES
Sesleria insularis subsp. barbaricina,ASP
Sesleria insularis subsp. insularis,ASP
Sesleria insularis subsp. italica,FES
Sesleria insularis subsp. morisiana,ASP
Sesleria insularis subsp. sillingeri,SES
Sesleria klasterskyi,SES
Sesleria korabensis,SES
Sesleria latifolia,FES
Sesleria leucocephala,SES
Sesleria nitida subsp. aprutia,FES
Sesleria nitida subsp. nitida,FES
Sesleria nitida subsp. sicula,RUM
Sesleria ovata,THL
Sesleria pichiana,FES
Sesleria rigida subsp. achtarovii,SES
Sesleria rigida subsp. rigida,ERI+SES
Sesleria robusta subsp. robusta,ERI+PUB
Sesleria sadleriana subsp. sadleriana,FES
Sesleria sadleriana subsp. tatrae,MUL
Sesleria serbica,FES
Sesleria sphaerocephala,SES
Sesleria taygetea,ASP+SES
Sesleria tenerrima,DAP+SES+THL
Sesleria tenuifolia subsp. kalnikensis,FES
Sesleria tenuifolia subsp. tenuifolia,FES+SES
Sesleria uliginosa,SCH
Sesleria vaginalis,DAP
Sesleria wettsteinii,SES
Setaria adhaerens,DIG
Setaria faberi,DIG
Setaria italica,DIG
Setaria parviflora,MOL
Setaria pumila,DIG
Setaria verticillata,DIG
Setaria verticilliformis,DIG
Setaria viridis,DIG
Sherardia arvensis,PAR+TRA
Sibbaldia procumbens,HER
Sibbaldianthe bifurca,FEP+FES
Sibbaldiopsis tridentata,SAX
Sibthorpia africana,POD
Sibthorpia europaea,MON
Sibthorpia peregrina,LAU
Sicyos angulatus,EPI
Sida spinosa,CHE
Sideritis algarviensis subsp. algarviensis,ROS
Sideritis algarviensis subsp. taviroana,ROS
Sideritis amagroi,AEO
Sideritis aranensis,TRI
Sideritis arborescens,ROS
Sideritis barbellata,OLE
Sideritis brachycalix,ONO
Sideritis brevicaulis,OLE
Sideritis bubanii,ROS
Sideritis camarae,ONO
Sideritis canariensis,LAU
Sideritis candidans var. candidans,LAU
Sideritis candidans var. crassifolia,OLE
Sideritis candidans var. multiflora,OLE
Sideritis carbonellis,ROS
Sideritis catillaris,DRY
Sideritis chamaedryfolia subsp. chamaedryfolia,ROS
Sideritis chamaedryfolia subsp. littoralis,ROS
Sideritis clandestina subsp. clandestina,DAP
Sideritis clandestina subsp. cyllenea,DAP
Sideritis clandestina subsp. peloponnesiaca,DAP
Sideritis cretica,OLE
Sideritis curvidens,TRA
Sideritis cystosiphon,KLE+OLE
Sideritis danielii,PEG
Sideritis dasygnaphala,CAN
Sideritis dendrochahorra,OLE
Sideritis dianica,ROS
Sideritis discolor,LAU
Sideritis eriocephala,CAN
Sideritis euxina,PUB
Sideritis ferrensis,OLE
Sideritis flaviflora,ROS
Sideritis fruticulosa,ROS
Sideritis glacialis subsp. fontqueriana,ONO
Sideritis glacialis subsp. glacialis,IND
Sideritis glacialis subsp. virens,ROS
Sideritis glauca,ASP
Sideritis gomerae,AEO
Sideritis grandiflora,ROS
Sideritis guayedrae,OLE
Sideritis hirsuta subsp. gypsicola,ROS
Sideritis hirsuta subsp. hirsuta,PEG+ROS
Sideritis hyssopifolia subsp. castellana,ONO
Sideritis hyssopifolia subsp. caureliana,ONO
Sideritis hyssopifolia subsp. eynensis,ONO
Sideritis hyssopifolia subsp. guillonii,ONO
Sideritis hyssopifolia subsp. hyssopifolia,ONO
Sideritis hyssopifolia subsp. somedana,ONO
Sideritis ibanyezii,ROS
Sideritis ilicifolia subsp. cardoana,ROS
Sideritis ilicifolia subsp. ilicifolia,ROS
Sideritis incana var. incana,ROS
Sideritis incana var. occidentalis,ROS
Sideritis infernalis,OLE
Sideritis kuegleriana,OLE
Sideritis lacaitae,LAV
Sideritis lasiantha,QUI
Sideritis laxespicata,ROS
Sideritis leucantha subsp. albicaulis,ROS
Sideritis leucantha subsp. bourgeana,ROS
Sideritis leucantha subsp. incana,ROS
Sideritis leucantha subsp. leucantha,ROS
Sideritis lotzii,LAU
Sideritis lurida subsp. relegata,SAB
Sideritis luteola,PHA
Sideritis macrostachys,LAU
Sideritis marianica,LAV
Sideritis marmorea,AEO+KLE+OLE
Sideritis montana,SED+TRA
Sideritis murgetana subsp. littoralis,ROS
Sideritis murgetana subsp. murgetana,ROS
Sideritis murgetana subsp. pauciflora,ROS
Sideritis nervosa,OLE
Sideritis nutans,AEO
Sideritis oroteneriffae,CAN
Sideritis osteoxylla,ROS
Sideritis ovata,ONO
Sideritis paulii,LAV
Sideritis perezlarae,LAV
Sideritis pumila,OLE
Sideritis pungens subsp. javalambrensis,ONO
Sideritis pungens subsp. pungens,ROS
Sideritis pungens subsp. vigoi,ONO
