Code,Name,Status,Class,Family
SED,Sempervivum heuffelii*,,Eudicot,Crassulaceae
FES,Sempervivum marmoreum,,Eudicot,Crassulaceae
SED,Sempervivum minutum,,Eudicot,Crassulaceae
GEN,Sempervivum montanum subsp. burnatii*,,Eudicot,Crassulaceae
SED,Sempervivum montanum subsp. burnatii*,,Eudicot,Crassulaceae
SED,Sempervivum montanum subsp. montanum ,,Eudicot,Crassulaceae
SED,Sempervivum montanum subsp. stiriacum,,Eudicot,Crassulaceae
FES,Sempervivum pittonii ,,Eudicot,Crassulaceae
ASP,Sempervivum pumilum,,Eudicot,Crassulaceae
ASP,Sempervivum tectorum subsp. arvernense*,,Eudicot,Crassulaceae
SED,Sempervivum tectorum subsp. arvernense*,,Eudicot,Crassulaceae
FES,Sempervivum tectorum*  ,,Eudicot,Crassulaceae
SED,Sempervivum tectorum*  ,,Eudicot,Crassulaceae
SED,Sempervivum vicentei,,Eudicot,Crassulaceae
LOI,Sempervivum wulfenii*,,Eudicot,Crassulaceae
TRI,Sempervivum wulfenii*,,Eudicot,Crassulaceae
SED,Sempervivum zeleborii,,Eudicot,Crassulaceae
ULI,Senecio bayonnensis,,Eudicot,Asteraceae
KLE,Senecio bollei ,,Eudicot,Asteraceae
MUL,Senecio cacaliaster ,,Eudicot,Asteraceae
THL,Senecio carpetanus,,Eudicot,Asteraceae
FEP,Senecio doria subsp. doria*,,Eudicot,Asteraceae
MOL,Senecio doria subsp. doria*,,Eudicot,Asteraceae
EPI,Senecio doria subsp. laderoi,,Eudicot,Asteraceae
SES,Senecio doronicum,,Eudicot,Asteraceae
KLE,Senecio flavus ,,Eudicot,Asteraceae
SCH,Senecio fontanicola ,,Eudicot,Asteraceae
THL,Senecio fruticulosus,,Eudicot,Asteraceae
CHE,Senecio gallicus ,,Eudicot,Asteraceae
EPI,Senecio germanicus subsp. germanicus*,,Eudicot,Asteraceae
FAG,Senecio germanicus subsp. germanicus*,,Eudicot,Asteraceae
EPI,Senecio germanicus subsp. glabratus*,,Eudicot,Asteraceae
FAG,Senecio germanicus subsp. glabratus*,,Eudicot,Asteraceae
TUB,Senecio glaucus subsp. coronopifolius,,Eudicot,Asteraceae
MOL,Senecio helenitis subsp. macrochaetus,,Eudicot,Asteraceae
MUL,Senecio helodes,,Eudicot,Asteraceae
MUL,Senecio hercynicus ,,Eudicot,Asteraceae
ART,Senecio inaequidens,A,Eudicot,Asteraceae
KLE,Senecio incrassatus ,,Eudicot,Asteraceae
ONO,Senecio lagascanus,,Eudicot,Asteraceae
CRI,Senecio leucanthemifolius*,,Eudicot,Asteraceae
MOQ,Senecio leucanthemifolius*,,Eudicot,Asteraceae
CHE,Senecio lividus,,Eudicot,Asteraceae
QUI,Senecio lopezii,,Eudicot,Asteraceae
ASA,Senecio nemorensis,,Eudicot,Asteraceae
PEG,Senecio nevadensis subsp. malacitanus ,,Eudicot,Asteraceae
THL,Senecio nevadensis subsp. nevadensis,,Eudicot,Asteraceae
EPI,Senecio ovatus subsp. alpestris,,Eudicot,Asteraceae
EPI,Senecio ovatus subsp. ovatus*,,Eudicot,Asteraceae
ROB,Senecio ovatus subsp. ovatus*,,Eudicot,Asteraceae
FAG,Senecio platyphylloides,,Eudicot,Asteraceae
ONO,Senecio provincialis*,,Eudicot,Asteraceae
SES,Senecio provincialis*,,Eudicot,Asteraceae
THL,Senecio pyrenaicus subsp. granatensis ,,Eudicot,Asteraceae
THL,Senecio pyrenaicus subsp. pyrenaicus,,Eudicot,Asteraceae
PUB,Senecio ruthenensis,,Eudicot,Asteraceae
EPI,Senecio sarracenicus ,,Eudicot,Asteraceae
RUM,Senecio squalidus subsp. aethnensis ,,Eudicot,Asteraceae
THL,Senecio squalidus subsp. microglossus ,,Eudicot,Asteraceae
THL,Senecio squalidus subsp. rupestris,,Eudicot,Asteraceae
EPI,Senecio sylvaticus ,,Eudicot,Asteraceae
SED,Senecio tauricus,,Eudicot,Asteraceae
OLE,Senecio teneriffae ,,Eudicot,Asteraceae
THL,Senecio thapsoides ,,Eudicot,Asteraceae
MUL,Senecio umbrosus ,,Eudicot,Asteraceae
CRI,Senecio varicosus ,,Eudicot,Asteraceae
DIG,Senecio vernalis ,A,Eudicot,Asteraceae
THL,Senecio viscosus,,Eudicot,Asteraceae
PAR,Senecio vulgaris*,,Eudicot,Asteraceae
SIS,Senecio vulgaris*,,Eudicot,Asteraceae
MOL,Serapias cordigera*,,Monocotyl,Orchidaceae
TUB,Serapias cordigera*,,Monocotyl,Orchidaceae
SAC,Serapias lingua subsp. lingua*,,Monocotyl,Orchidaceae
TUB,Serapias lingua subsp. lingua*,,Monocotyl,Orchidaceae
TUB,Serapias neglecta ,,Monocotyl,Orchidaceae
QUI,Serapias nurrica,,Monocotyl,Orchidaceae
ROS,Serapias orientalis subsp. levantina,,Monocotyl,Orchidaceae
ROS,Serapias orientalis subsp. orientalis,,Monocotyl,Orchidaceae
LYG,Serapias orientalis subsp. siciliensis ,,Monocotyl,Orchidaceae
SAC,Serapias parviflora ,,Monocotyl,Orchidaceae
SAC,Serapias perez-chiscanoi,,Monocotyl,Orchidaceae
MOL,Serapias vomeracea,,Monocotyl,Orchidaceae
BRA,Serratula coronata* ,,Eudicot,Asteraceae
MOL,Serratula coronata* ,,Eudicot,Asteraceae
FAG,Serratula quinquefolia,,Eudicot,Asteraceae
NAR,Serratula tinctoria subsp. monticola,,Eudicot,Asteraceae
NAR,Serratula tinctoria subsp. seoanei,,Eudicot,Asteraceae
MOL,Serratula tinctoria subsp. tinctoria* ,,Eudicot,Asteraceae
NAR,Serratula tinctoria subsp. tinctoria* ,,Eudicot,Asteraceae
QUE,Serratula tinctoria subsp. tinctoria* ,,Eudicot,Asteraceae
IND,Sesamoides purpurascens subsp. purpurascens,,Eudicot,Resedaceae
COR,Sesamoides purpurascens subsp. spathulata,,Eudicot,Resedaceae
PHA,Sesamoides purpurascens subsp. suffruticosa,,Eudicot,Resedaceae
PIL,Sesamoides pygmaea ,,Eudicot,Resedaceae
FES,Seseli annuum subsp. annuum,,Eudicot,Apiaceae
FES,Seseli annuum subsp. carvifolium,,Eudicot,Apiaceae
FES,Seseli austriacum ,,Eudicot,Apiaceae
ASP,Seseli bocconi ,,Eudicot,Apiaceae
FES,Seseli campestre ,,Eudicot,Apiaceae
FES,Seseli cantabricum ,,Eudicot,Apiaceae
DRY,Seseli dichotomum,,Eudicot,Apiaceae
CRI,Seseli farrenyi,,Eudicot,Apiaceae
ONO,Seseli galloprovinciale ,,Eudicot,Apiaceae
ASP,Seseli globiferum,,Eudicot,Apiaceae
FES,Seseli gracile ,,Eudicot,Apiaceae
ASP,Seseli gummiferum ,,Eudicot,Apiaceae
FES,Seseli hippomarathrum ,,Eudicot,Apiaceae
PUB,Seseli intricatum ,,Eudicot,Apiaceae
FES,Seseli kochii ,,Eudicot,Apiaceae
DRY,Seseli lehmannii*,,Eudicot,Apiaceae
SED,Seseli lehmannii*,,Eudicot,Apiaceae
FES,Seseli leucospermum ,,Eudicot,Apiaceae
BRA,Seseli libanotis* ,,Eudicot,Apiaceae
GER,Seseli libanotis* ,,Eudicot,Apiaceae
MOL,Seseli libanotis* ,,Eudicot,Apiaceae
MOL,Seseli longifolium ,,Eudicot,Apiaceae
THL,Seseli malyi ,,Eudicot,Apiaceae
ONO,Seseli montanum subsp. granatensis,,Eudicot,Apiaceae
FES,Seseli montanum subsp. montanum*,,Eudicot,Apiaceae
ONO,Seseli montanum subsp. montanum*,,Eudicot,Apiaceae
SES,Seseli montanum subsp. montanum*,,Eudicot,Apiaceae
ONO,Seseli montanum subsp. nanum,,Eudicot,Apiaceae
IND,Seseli montanum subsp. peixotoanum,,Eudicot,Apiaceae
FES,Seseli osseum ,,Eudicot,Apiaceae
FES,Seseli pallasii ,,Eudicot,Apiaceae
FES,Seseli peucedanoides*,,Eudicot,Apiaceae
GER,Seseli peucedanoides* ,,Eudicot,Apiaceae
DRY,Seseli ponticum,,Eudicot,Apiaceae
CRI,Seseli praecox ,,Eudicot,Apiaceae
ASP,Seseli tomentosum,,Eudicot,Apiaceae
AMM,Seseli tortuosum*,,Eudicot,Apiaceae
COR,Seseli tortuosum*,,Eudicot,Apiaceae
FES,Seseli tortuosum*,,Eudicot,Apiaceae
KLE,Seseli webbii ,,Eudicot,Apiaceae
DAP,Sesleria alba subsp. alba ,,Monocotyl,Poaceae
PUB,Sesleria alba subsp. voronovii,,Monocotyl,Poaceae
FES,Sesleria albanica,,Monocotyl,Poaceae
PUB,Sesleria anatolica,,Monocotyl,Poaceae
ONO,Sesleria autumnalis* ,,Monocotyl,Poaceae
PUB,Sesleria autumnalis* ,,Monocotyl,Poaceae
SES,Sesleria autumnalis* ,,Monocotyl,Poaceae
SES,Sesleria caerulea subsp. angustifolia ,,Monocotyl,Poaceae
FES,Sesleria caerulea subsp. caerulea* ,,Monocotyl,Poaceae
ONO,Sesleria caerulea subsp. caerulea* ,,Monocotyl,Poaceae
RHO,Sesleria caerulea subsp. caerulea* ,,Monocotyl,Poaceae
SES,Sesleria caerulea subsp. caerulea* ,,Monocotyl,Poaceae
FES,Sesleria calabrica*,,Monocotyl,Poaceae
SES,Sesleria calabrica*,,Monocotyl,Poaceae
SES,Sesleria coerulans ,,Monocotyl,Poaceae
TRI,Sesleria comosa ,,Monocotyl,Poaceae
ASP,Sesleria doerfleri ,,Monocotyl,Poaceae
FES,Sesleria heuflerana ,,Monocotyl,Poaceae
ASP,Sesleria insularis subsp. barbaricina ,,Monocotyl,Poaceae
ASP,Sesleria insularis subsp. insularis ,,Monocotyl,Poaceae
FES,Sesleria insularis subsp. italica ,,Monocotyl,Poaceae
ASP,Sesleria insularis subsp. morisiana ,,Monocotyl,Poaceae
SES,Sesleria insularis subsp. sillingeri ,,Monocotyl,Poaceae
SES,Sesleria klasterskyi,,Monocotyl,Poaceae
SES,Sesleria korabensis ,,Monocotyl,Poaceae
FES,Sesleria latifolia,,Monocotyl,Poaceae
SES,Sesleria leucocephala,,Monocotyl,Poaceae
FES,Sesleria nitida subsp. aprutia,,Monocotyl,Poaceae
FES,Sesleria nitida subsp. nitida,,Monocotyl,Poaceae
RUM,Sesleria nitida subsp. sicula,,Monocotyl,Poaceae
THL,Sesleria ovata ,,Monocotyl,Poaceae
FES,Sesleria pichiana ,,Monocotyl,Poaceae
SES,Sesleria rigida subsp. achtarovii,,Monocotyl,Poaceae
ERI,Sesleria rigida subsp. rigida* ,,Monocotyl,Poaceae
SES,Sesleria rigida subsp. rigida* ,,Monocotyl,Poaceae
ERI,Sesleria robusta subsp. robusta*,,Monocotyl,Poaceae
PUB,Sesleria robusta subsp. robusta*,,Monocotyl,Poaceae
FES,Sesleria sadleriana subsp. sadleriana,,Monocotyl,Poaceae
MUL,Sesleria sadleriana subsp. tatrae ,,Monocotyl,Poaceae
FES,Sesleria serbica,,Monocotyl,Poaceae
SES,Sesleria sphaerocephala ,,Monocotyl,Poaceae
ASP,Sesleria taygetea*,,Monocotyl,Poaceae
SES,Sesleria taygetea*,,Monocotyl,Poaceae
DAP,Sesleria tenerrima* ,,Monocotyl,Poaceae
SES,Sesleria tenerrima* ,,Monocotyl,Poaceae
THL,Sesleria tenerrima* ,,Monocotyl,Poaceae
FES,Sesleria tenuifolia subsp. kalnikensis ,,Monocotyl,Poaceae
FES,Sesleria tenuifolia subsp. tenuifolia* ,,Monocotyl,Poaceae
SES,Sesleria tenuifolia subsp. tenuifolia* ,,Monocotyl,Poaceae
SCH,Sesleria uliginosa ,,Monocotyl,Poaceae
DAP,Sesleria vaginalis ,,Monocotyl,Poaceae
SES,Sesleria wettsteinii ,,Monocotyl,Poaceae
DIG,Setaria adhaerens ,,Monocotyl,Poaceae
DIG,Setaria faberi ,A,Monocotyl,Poaceae
DIG,Setaria italica ,,Monocotyl,Poaceae
MOL,Setaria parviflora  ,A,Monocotyl,Poaceae
DIG,Setaria pumila ,,Monocotyl,Poaceae
DIG,Setaria verticillata ,,Monocotyl,Poaceae
DIG,Setaria verticilliformis ,,Monocotyl,Poaceae
DIG,Setaria viridis ,,Monocotyl,Poaceae
PAR,Sherardia arvensis*,,Eudicot,Rubiaceae
TRA,Sherardia arvensis*,,Eudicot,Rubiaceae
HER,Sibbaldia procumbens ,,Eudicot,Rosaceae
FEP,Sibbaldianthe bifurca*,,Eudicot,Rosaceae
FES,Sibbaldianthe bifurca*,,Eudicot,Rosaceae
SAX,Sibbaldiopsis tridentata ,,Eudicot,Rosaceae
POD,Sibthorpia africana ,,Eudicot,Plantaginaceae
MON,Sibthorpia europaea ,,Eudicot,Plantaginaceae
LAU,Sibthorpia peregrina ,,Eudicot,Plantaginaceae
EPI,Sicyos angulatus ,A,Eudicot,Cucurbitaceae
CHE,Sida spinosa ,A,Eudicot,Malvaceae
ROS,Sideritis algarviensis subsp. algarviensis,,Eudicot,Lamiaceae
ROS,Sideritis algarviensis subsp. taviroana,,Eudicot,Lamiaceae
AEO,Sideritis amagroi ,,Eudicot,Lamiaceae
TRI,Sideritis aranensis,,Eudicot,Lamiaceae
ROS,Sideritis arborescens,,Eudicot,Lamiaceae
OLE,Sideritis barbellata ,,Eudicot,Lamiaceae
ONO,Sideritis brachycalix,,Eudicot,Lamiaceae
OLE,Sideritis brevicaulis ,,Eudicot,Lamiaceae
ROS,Sideritis bubanii,,Eudicot,Lamiaceae
ONO,Sideritis camarae,,Eudicot,Lamiaceae
LAU,Sideritis canariensis ,,Eudicot,Lamiaceae
LAU,Sideritis candidans var. candidans,,Eudicot,Lamiaceae
OLE,Sideritis candidans var. crassifolia,,Eudicot,Lamiaceae
OLE,Sideritis candidans var. multiflora,,Eudicot,Lamiaceae
ROS,Sideritis carbonellis ,,Eudicot,Lamiaceae
DRY,Sideritis catillaris,,Eudicot,Lamiaceae
ROS,Sideritis chamaedryfolia subsp. chamaedryfolia ,,Eudicot,Lamiaceae
ROS,Sideritis chamaedryfolia subsp. littoralis,,Eudicot,Lamiaceae
DAP,Sideritis clandestina subsp. clandestina ,,Eudicot,Lamiaceae
DAP,Sideritis clandestina subsp. cyllenea ,,Eudicot,Lamiaceae
DAP,Sideritis clandestina subsp. peloponnesiaca ,,Eudicot,Lamiaceae
OLE,Sideritis cretica ,,Eudicot,Lamiaceae
TRA,Sideritis curvidens ,,Eudicot,Lamiaceae
KLE,Sideritis cystosiphon* ,,Eudicot,Lamiaceae
OLE,Sideritis cystosiphon* ,,Eudicot,Lamiaceae
PEG,Sideritis danielii,,Eudicot,Lamiaceae
CAN,Sideritis dasygnaphala ,,Eudicot,Lamiaceae
OLE,Sideritis dendrochahorra,,Eudicot,Lamiaceae
ROS,Sideritis dianica ,,Eudicot,Lamiaceae
LAU,Sideritis discolor ,,Eudicot,Lamiaceae
CAN,Sideritis eriocephala,,Eudicot,Lamiaceae
PUB,Sideritis euxina,,Eudicot,Lamiaceae
OLE,Sideritis ferrensis ,,Eudicot,Lamiaceae
ROS,Sideritis flaviflora,,Eudicot,Lamiaceae
ROS,Sideritis fruticulosa ,,Eudicot,Lamiaceae
ONO,Sideritis glacialis subsp. fontqueriana,,Eudicot,Lamiaceae
IND,Sideritis glacialis subsp. glacialis ,,Eudicot,Lamiaceae
ROS,Sideritis glacialis subsp. virens,,Eudicot,Lamiaceae
ASP,Sideritis glauca,,Eudicot,Lamiaceae
AEO,Sideritis gomerae ,,Eudicot,Lamiaceae
ROS,Sideritis grandiflora,,Eudicot,Lamiaceae
OLE,Sideritis guayedrae ,,Eudicot,Lamiaceae
ROS,Sideritis hirsuta subsp. gypsicola,,Eudicot,Lamiaceae
PEG,Sideritis hirsuta subsp. hirsuta*,,Eudicot,Lamiaceae
ROS,Sideritis hirsuta subsp. hirsuta*,,Eudicot,Lamiaceae
ONO,Sideritis hyssopifolia subsp. castellana,,Eudicot,Lamiaceae
ONO,Sideritis hyssopifolia subsp. caureliana,,Eudicot,Lamiaceae
ONO,Sideritis hyssopifolia subsp. eynensis,,Eudicot,Lamiaceae
ONO,Sideritis hyssopifolia subsp. guillonii,,Eudicot,Lamiaceae
ONO,Sideritis hyssopifolia subsp. hyssopifolia ,,Eudicot,Lamiaceae
ONO,Sideritis hyssopifolia subsp. somedana,,Eudicot,Lamiaceae
ROS,Sideritis ibanyezii ,,Eudicot,Lamiaceae
ROS,Sideritis ilicifolia subsp. cardoana,,Eudicot,Lamiaceae
ROS,Sideritis ilicifolia subsp. ilicifolia ,,Eudicot,Lamiaceae
ROS,Sideritis incana var. incana,,Eudicot,Lamiaceae
ROS,Sideritis incana var. occidentalis,,Eudicot,Lamiaceae
OLE,Sideritis infernalis ,,Eudicot,Lamiaceae
OLE,Sideritis kuegleriana ,,Eudicot,Lamiaceae
LAV,Sideritis lacaitae,,Eudicot,Lamiaceae
QUI,Sideritis lasiantha,,Eudicot,Lamiaceae
ROS,Sideritis laxespicata             ,,Eudicot,Lamiaceae
ROS,Sideritis leucantha subsp. albicaulis,,Eudicot,Lamiaceae
ROS,Sideritis leucantha subsp. bourgeana,,Eudicot,Lamiaceae
ROS,Sideritis leucantha subsp. incana,,Eudicot,Lamiaceae
ROS,Sideritis leucantha subsp. leucantha ,,Eudicot,Lamiaceae
LAU,Sideritis lotzii ,,Eudicot,Lamiaceae
SAB,Sideritis lurida subsp. relegata ,,Eudicot,Lamiaceae
PHA,Sideritis luteola,,Eudicot,Lamiaceae
LAU,Sideritis macrostachys ,,Eudicot,Lamiaceae
LAV,Sideritis marianica,,Eudicot,Lamiaceae
AEO,Sideritis marmorea*,,Eudicot,Lamiaceae
KLE,Sideritis marmorea*,,Eudicot,Lamiaceae
OLE,Sideritis marmorea*,,Eudicot,Lamiaceae
SED,Sideritis montana* ,,Eudicot,Lamiaceae
TRA,Sideritis montana* ,,Eudicot,Lamiaceae
ROS,Sideritis murgetana subsp. littoralis,,Eudicot,Lamiaceae
ROS,Sideritis murgetana subsp. murgetana ,,Eudicot,Lamiaceae
ROS,Sideritis murgetana subsp. pauciflora,,Eudicot,Lamiaceae
OLE,Sideritis nervosa ,,Eudicot,Lamiaceae
AEO,Sideritis nutans ,,Eudicot,Lamiaceae
CAN,Sideritis oroteneriffae ,,Eudicot,Lamiaceae
ROS,Sideritis osteoxylla,,Eudicot,Lamiaceae
ONO,Sideritis ovata,,Eudicot,Lamiaceae
LAV,Sideritis paulii,,Eudicot,Lamiaceae
LAV,Sideritis perezlarae ,,Eudicot,Lamiaceae
OLE,Sideritis pumila ,,Eudicot,Lamiaceae
ONO,Sideritis pungens subsp. javalambrensis,,Eudicot,Lamiaceae
ROS,Sideritis pungens subsp. pungens ,,Eudicot,Lamiaceae
ONO,Sideritis pungens subsp. vigoi            ,,Eudicot,Lamiaceae
ROS,Sideritis pusilla subsp. alhamillensis,,Eudicot,Lamiaceae
ROS,Sideritis pusilla subsp. granatensis,,Eudicot,Lamiaceae
ROS,Sideritis pusilla subsp. pusilla ,,Eudicot,Lamiaceae
ROS,Sideritis reverchonii,,Eudicot,Lamiaceae
TRA,Sideritis romana ,,Eudicot,Lamiaceae
SES,Sideritis scardica,,Eudicot,Lamiaceae
ROS,Sideritis sericea,,Eudicot,Lamiaceae
ROS,Sideritis serrata,,Eudicot,Lamiaceae
DAP,Sideritis sipylea ,,Eudicot,Lamiaceae
CAN,Sideritis soluta ,,Eudicot,Lamiaceae
OLE,Sideritis spicata ,,Eudicot,Lamiaceae
ROS,Sideritis spinulosa,,Eudicot,Lamiaceae
ASP,Sideritis stachydioides ,,Eudicot,Lamiaceae
ONO,Sideritis subspinosa,,Eudicot,Lamiaceae
CAN,Sideritis sventenii ,,Eudicot,Lamiaceae
FES,Sideritis syriaca,,Eudicot,Lamiaceae
DRY,Sideritis taurica,,Eudicot,Lamiaceae
ROS,Sideritis tragoriganum subsp. funkiana,,Eudicot,Lamiaceae
ROS,Sideritis tragoriganum subsp. mugronensis,,Eudicot,Lamiaceae
ROS,Sideritis tragoriganum subsp. tragoriganum ,,Eudicot,Lamiaceae
OLE,Sideroxylon canariensis ,,Eudicot,Sapotaceae
OLE,Sideroxylon marginata ,,Eudicot,Sapotaceae
LAU,Sideroxylon mirmulans* ,,Eudicot,Sapotaceae
OLE,Sideroxylon mirmulans* ,,Eudicot,Sapotaceae
MOL,Silaum silaus,,Eudicot,Apiaceae
KOB,Silene acaulis subsp. acaulis,,Eudicot,Caryophyllaceae
TRI,Silene acaulis subsp. exscapa,,Eudicot,Caryophyllaceae
CRI,Silene adelphiae,,Eudicot,Caryophyllaceae
TUB,Silene aellenii,,Eudicot,Caryophyllaceae
TRA,Silene almolae,,Eudicot,Caryophyllaceae
FES,Silene altaica,,Eudicot,Caryophyllaceae
AMM,Silene ammophila ,,Eudicot,Caryophyllaceae
ASP,Silene andryalifolia,,Eudicot,Caryophyllaceae
CRI,Silene angustifolia subsp. reiseri,,Eudicot,Caryophyllaceae
ASP,Silene antri-jovis,,Eudicot,Caryophyllaceae
FES,Silene astrachanica,,Eudicot,Caryophyllaceae
ASP,Silene auriculata ,,Eudicot,Caryophyllaceae
EPI,Silene baccifera*,,Eudicot,Caryophyllaceae
POP,Silene baccifera*,,Eudicot,Caryophyllaceae
ASP,Silene barbeyana,,Eudicot,Caryophyllaceae
FES,Silene baschkirorum*,,Eudicot,Caryophyllaceae
PYR,Silene baschkirorum*,,Eudicot,Caryophyllaceae
TRA,Silene bellidifolia,,Eudicot,Caryophyllaceae
AEO,Silene berthelotiana,,Eudicot,Caryophyllaceae
ASP,Silene borderei,,Eudicot,Caryophyllaceae
IND,Silene boryi,,Eudicot,Caryophyllaceae
COR,Silene borysthenica*,,Eudicot,Caryophyllaceae
PYR,Silene borysthenica*,,Eudicot,Caryophyllaceae
AEO,Silene bourgeaui ,,Eudicot,Caryophyllaceae
FES,Silene bupleuroides subsp. bupleuroides,,Eudicot,Caryophyllaceae
SES,Silene bupleuroides subsp. staticifolia,,Eudicot,Caryophyllaceae
THL,Silene caesia,,Eudicot,Caryophyllaceae
TRA,Silene cambessedesii ,,Eudicot,Caryophyllaceae
ASP,Silene campanula,,Eudicot,Caryophyllaceae
ASP,Silene cephallenia subsp. cephallenia,,Eudicot,Caryophyllaceae
ASP,Silene cephallenia subsp. epirotica,,Eudicot,Caryophyllaceae
TRA,Silene cerastoides ,,Eudicot,Caryophyllaceae
FES,Silene chersonensis,,Eudicot,Caryophyllaceae
COR,Silene chlorantha* ,,Eudicot,Caryophyllaceae
PYR,Silene chlorantha* ,,Eudicot,Caryophyllaceae
QUI,Silene chlorifolia,,Eudicot,Caryophyllaceae
IND,Silene ciliata*,,Eudicot,Caryophyllaceae
LOI,Silene ciliata*,,Eudicot,Caryophyllaceae
CRI,Silene cintrana,,Eudicot,Caryophyllaceae
TRA,Silene colorata subsp. colorata*,,Eudicot,Caryophyllaceae
TUB,Silene colorata subsp. colorata*,,Eudicot,Caryophyllaceae
FES,Silene colpophylla,,Eudicot,Caryophyllaceae
ASP,Silene congesta,,Eudicot,Caryophyllaceae
ASP,Silene conglomeratica,,Eudicot,Caryophyllaceae
CRU,Silene conica* ,,Eudicot,Caryophyllaceae
DRY,Silene conica* ,,Eudicot,Caryophyllaceae
SED,Silene conica* ,,Eudicot,Caryophyllaceae
TRA,Silene conica* ,,Eudicot,Caryophyllaceae
CHE,Silene conoidea ,,Eudicot,Caryophyllaceae
ASP,Silene cordifolia,,Eudicot,Caryophyllaceae
ROS,Silene corinthiaca,,Eudicot,Caryophyllaceae
GER,Silene coutinhoi ,,Eudicot,Caryophyllaceae
FES,Silene cretacea,,Eudicot,Caryophyllaceae
ROS,Silene cretica,,Eudicot,Caryophyllaceae
DRY,Silene csereii,,Eudicot,Caryophyllaceae
FES,Silene cyri,,Eudicot,Caryophyllaceae
ASP,Silene cythnia,,Eudicot,Caryophyllaceae
FES,Silene damboldtiana,,Eudicot,Caryophyllaceae
CHE,Silene decipiens,,Eudicot,Caryophyllaceae
FES,Silene densiflora,,Eudicot,Caryophyllaceae
CHE,Silene dichotoma*,,Eudicot,Caryophyllaceae
FES,Silene dichotoma*,,Eudicot,Caryophyllaceae
TUB,Silene dichotoma*,,Eudicot,Caryophyllaceae
FES,Silene diclinis,,Eudicot,Caryophyllaceae
ASP,Silene dinarica,,Eudicot,Caryophyllaceae
EPI,Silene dioica var. dioica*,,Eudicot,Caryophyllaceae
MOL,Silene dioica var. dioica*,,Eudicot,Caryophyllaceae
MUL,Silene dioica var. dioica*,,Eudicot,Caryophyllaceae
JUN,Silene dioica var. zetlandica,,Eudicot,Caryophyllaceae
ASP,Silene dirphya,,Eudicot,Caryophyllaceae
AMM,Silene discolor,,Eudicot,Caryophyllaceae
CHE,Silene disticha,,Eudicot,Caryophyllaceae
GER,Silene donetzica,,Eudicot,Caryophyllaceae
ASP,Silene echinosperma,,Eudicot,Caryophyllaceae
ASP,Silene elisabethae,,Eudicot,Caryophyllaceae
AMM,Silene euxina,,Eudicot,Caryophyllaceae
CHE,Silene exaltata*,,Eudicot,Caryophyllaceae
TRA,Silene exaltata*,,Eudicot,Caryophyllaceae
CRI,Silene fabaria,,Eudicot,Caryophyllaceae
TUB,Silene fabarioides,,Eudicot,Caryophyllaceae
PHA,Silene fernandezii ,,Eudicot,Caryophyllaceae
DAP,Silene flavescens subsp. dictaea,,Eudicot,Caryophyllaceae
ASP,Silene flavescens subsp. flavescens,,Eudicot,Caryophyllaceae
ASP,Silene flavescens subsp. thessalonica,,Eudicot,Caryophyllaceae
THL,Silene foetida subsp. foetida ,,Eudicot,Caryophyllaceae
THL,Silene foetida subsp. gayana ,,Eudicot,Caryophyllaceae
TUB,Silene frivaldszkyana,,Eudicot,Caryophyllaceae
ASP,Silene fruticosa ,,Eudicot,Caryophyllaceae
CHE,Silene fuscata,,Eudicot,Caryophyllaceae
TUB,Silene gaditana ,,Eudicot,Caryophyllaceae
CHE,Silene gallica*,,Eudicot,Caryophyllaceae
TRA,Silene gallica*,,Eudicot,Caryophyllaceae
TUB,Silene gallinyi,,Eudicot,Caryophyllaceae
ASP,Silene gazulensis,,Eudicot,Caryophyllaceae
TRA,Silene germana,,Eudicot,Caryophyllaceae
ASP,Silene gigantea ,,Eudicot,Caryophyllaceae
ASP,Silene goulimyi,,Eudicot,Caryophyllaceae
CHE,Silene gracilis*,,Eudicot,Caryophyllaceae
TUB,Silene gracilis*,,Eudicot,Caryophyllaceae
LYG,Silene graeca,,Eudicot,Caryophyllaceae
THL,Silene hausknechtii ,,Eudicot,Caryophyllaceae
ASP,Silene hayekiana ,,Eudicot,Caryophyllaceae
THL,Silene heldreichii,,Eudicot,Caryophyllaceae
COR,Silene hellmannii,,Eudicot,Caryophyllaceae
FAG,Silene heuffelii,,Eudicot,Caryophyllaceae
ASP,Silene hifacensis,,Eudicot,Caryophyllaceae
CRI,Silene ichnusae? ,,Eudicot,Caryophyllaceae
THL,Silene inaperta subsp. inaperta ,,Eudicot,Caryophyllaceae
TUB,Silene inaperta subsp. serpentinicola ,,Eudicot,Caryophyllaceae
THL,Silene insularis,,Eudicot,Caryophyllaceae
THL,Silene integripetala subsp. greuteri,,Eudicot,Caryophyllaceae
THL,Silene integripetala subsp. integripetala,,Eudicot,Caryophyllaceae
SAX,Silene involucrata ,,Eudicot,Caryophyllaceae
ASP,Silene ionica,,Eudicot,Caryophyllaceae
GER,Silene italica subsp. italica* ,,Eudicot,Caryophyllaceae
PUB,Silene italica subsp. italica* ,,Eudicot,Caryophyllaceae
ASP,Silene jailensis,,Eudicot,Caryophyllaceae
ASP,Silene kubanensis,,Eudicot,Caryophyllaceae
ROS,Silene laconica,,Eudicot,Caryophyllaceae
AEO,Silene lagunensis ,,Eudicot,Caryophyllaceae
ART,Silene latifolia subsp. alba*,,Eudicot,Caryophyllaceae
