SPECIES_NR;LETTERCODE;SHORTNAME;ABBREVIAT;NATIVENAME;AUTHOR;SYNONYM;VALID_NR
5571;JUNGSPH;Jungermanni sphaerocar;Jungermannia sphaerocarpa;;;FALSCH;5571
5572;JUNGSUB;Jungermanni subellipti;Jungermannia subelliptica;;;FALSCH;5572
5573;JUNGSUU;Jungermannia subulata;Jungermannia subulata;;;FALSCH;5573
5574;JUNGSP.;Jungermannia sp.;Jungermannia sp.;;;FALSCH;5574
5575;JUNICOM;Juniperus communis;Juniperus communis;;;FALSCH;5575
5576;JUNICON;Juniper commun s. nana;Juniperus communis ssp. nana;;;FALSCH;5576
5577;JUNICOU;Junipe commun s. commu;Juniperus communis ssp. communis;;;FALSCH;5577
5578;JUNISAB;Juniperus sabina;Juniperus sabina;;;FALSCH;5578
5579;JUNISP.;Juniperus sp.;Juniperus sp.;;;FALSCH;5579
5580;JURICYA;Jurinea cyanoides;Jurinea cyanoides;;;FALSCH;5580
5581;JURIMOL;Jurinea mollis;Jurinea mollis;;;FALSCH;5581
5582;JURISP.;Jurinea sp.;Jurinea sp.;;;FALSCH;5582
5583;KALMANG;Kalmia angustifolia;Kalmia angustifolia;;;FALSCH;5583
5584;KALMSP.;Kalmia sp.;Kalmia sp.;;;FALSCH;5584
5585;KARSTAL;Karschia talcophila;Karschia talcophila;;;FALSCH;5585
5586;KARSSP.;Karschia sp.;Karschia sp.;;;FALSCH;5586
5587;KERNSAX;Kernera saxatilis;Kernera saxatilis;;;FALSCH;5587
5588;KERNSP.;Kernera sp.;Kernera sp.;;;FALSCH;5588
5589;KERRJAP;Kerria japonica;Kerria japonica;;;FALSCH;5589
5590;KERRSP.;Kerria sp.;Kerria sp.;;;FALSCH;5590
5591;KIAEBLY;Kiaeria blyttii;Kiaeria blyttii;;;FALSCH;5591
5592;KIAEFAL;Kiaeria falcata;Kiaeria falcata;;;FALSCH;5592
5593;KIAEGLA;Kiaeria glacialis;Kiaeria glacialis;;;FALSCH;5593
5594;KIAESTA;Kiaeria starkei;Kiaeria starkei;;;FALSCH;5594
5595;KIAESP.;Kiaeria sp.;Kiaeria sp.;;;FALSCH;5595
5596;KICKELA;Kickxia elatine;Kickxia elatine;;;FALSCH;5596
5597;KICKELT;Kickxi elatin s. elati;Kickxia elatine ssp. elatine;;;FALSCH;5597
5598;KICKSPU;Kickxia spuria;Kickxia spuria;;;FALSCH;5598
5599;KICKSP.;Kickxia sp.;Kickxia sp.;;;FALSCH;5599
5600;KILIATH;Kiliasia athallina;Kiliasia athallina;;;FALSCH;5600
5601;KILIPHI;Kiliasia philippea;Kiliasia philippea;;;FALSCH;5601
5602;KILITRI;Kiliasia tristis;Kiliasia tristis;;;FALSCH;5602
5603;KILISP.;Kiliasia sp.;Kiliasia sp.;;;FALSCH;5603
5604;KITAVIT;Kitaibela vitifolia;Kitaibela vitifolia;;;FALSCH;5604
5605;KITASP.;Kitaibela sp.;Kitaibela sp.;;;FALSCH;5605
5606;KNAUARV;Knautia arvensis;Knautia arvensis;;;FALSCH;5606
5607;KNAUARN;Knauti arvens s. arven;Knautia arvensis ssp. arvensis;;;FALSCH;5607
5608;KNAUARS;Knauti arvens s. panno;Knautia arvensis ssp. pannonica;;;FALSCH;5608
5609;KNAUCAI;Knautia carinthiac ag.;Knautia carinthiaca agg.;;;FALSCH;5609
5610;KNAUCAR;Knautia carinthiaca;Knautia carinthiaca;;;FALSCH;5610
5611;KNAUDRY;Knautia drymeia;Knautia drymeia;;;FALSCH;5611
5612;KNAUDRM;Knauti drymei s. dryme;Knautia drymeia ssp. drymeia;;;FALSCH;5612
5613;KNAUDRE;Knauti drymei s. inter;Knautia drymeia ssp. intermedia;;;FALSCH;5613
5614;KNAUKIT;Knautia kitaibelii;Knautia kitaibelii;;;FALSCH;5614
5615;KNAUKIA;Knauti kitaib s. kitai;Knautia kitaibelii ssp. kitaibelii;;;FALSCH;5615
5616;KNAUKII;Knauti kitaib s. tomen;Knautia kitaibelii ssp. tomentella;;;FALSCH;5616
5617;KNAULON;Knautia longifolia;Knautia longifolia;;;FALSCH;5617
5618;KNAUMAX;Knautia maxima;Knautia maxima;;;FALSCH;5618
5619;KNAUNOR;Knautia norica;Knautia norica;;;FALSCH;5619
5620;KNAUSLO;Knautia slovaca;Knautia slovaca;;;FALSCH;5620
5621;KNAUSP.;Knautia sp.;Knautia sp.;;;FALSCH;5621
5622;KOBRMYO;Kobresia myosuroides;Kobresia myosuroides;;;FALSCH;5622
5623;KOBRSIM;Kobresia simpliciuscul;Kobresia simpliciuscula;;;FALSCH;5623
5624;KOBRSP.;Kobresia sp.;Kobresia sp.;;;FALSCH;5624
5625;KOELERI;Koeleria eriostachya;Koeleria eriostachya;;;FALSCH;5625
5626;KOELGLA;Koeleria glauca;Koeleria glauca;;;FALSCH;5626
5627;KOELHIR;Koeleria hirsuta;Koeleria hirsuta;;;FALSCH;5627
5628;KOELLOB;Koeleria lobata;Koeleria lobata;;;FALSCH;5628
5629;KOELMAC;Koeleria macrantha;Koeleria macrantha;;;FALSCH;5629
5630;KOELPYA;Koeleria pyramidat ag.;Koeleria pyramidata agg.;;;FALSCH;5630
5631;KOELPYR;Koeleria pyramidata;Koeleria pyramidata;;;FALSCH;5631
5632;KOELPYM;Koeler pyrami v. pubic;Koeleria pyramidata var. pubiculmis;;;FALSCH;5632
5633;KOELTRI;Koeleria tristis;Koeleria tristis;;;FALSCH;5633
5634;KOELSP.;Koeleria sp.;Koeleria sp.;;;FALSCH;5634
5635;KOERPAN;Koelreuteri paniculata;Koelreuteria paniculata;;;FALSCH;5635
5636;KOERSP.;Koelreuteria sp.;Koelreuteria sp.;;;FALSCH;5636
5637;KOEBWIM;Koerberiell wimmeriana;Koerberiella wimmeriana;;;FALSCH;5637
5638;KOEBSP.;Koerberiella sp.;Koerberiella sp.;;;FALSCH;5638
5639;KRASCER;Krascheninn ceratoides;Krascheninnikovia ceratoides;;;FALSCH;5639
5640;KRASSP.;Krascheninnikovia sp.;Krascheninnikovia sp.;;;FALSCH;5640
5641;KURZPAU;Kurzia pauciflora;Kurzia pauciflora;;;FALSCH;5641
5642;KURZSYL;Kurzia sylvatica;Kurzia sylvatica;;;FALSCH;5642
5643;KURZTRI;Kurzia trichoclados;Kurzia trichoclados;;;FALSCH;5643
5644;KURZSP.;Kurzia sp.;Kurzia sp.;;;FALSCH;5644
5645;LABUALP;Laburnum alpinum;Laburnum alpinum;;;FALSCH;5645
5646;LABUANA;Laburnum anagyroides;Laburnum anagyroides;;;FALSCH;5646
5647;LABUSP.;Laburnum sp.;Laburnum sp.;;;FALSCH;5647
5648;LACTPER;Lactuca perennis;Lactuca perennis;;;FALSCH;5648
5649;LACTQUE;Lactuca quercina;Lactuca quercina;;;FALSCH;5649
5650;LACTSAL;Lactuca saligna;Lactuca saligna;;;FALSCH;5650
5651;LACTSAT;Lactuca sativa;Lactuca sativa;;;FALSCH;5651
5652;LACTSER;Lactuca serriola;Lactuca serriola;;;FALSCH;5652
5653;LACTTAT;Lactuca tatarica;Lactuca tatarica;;;FALSCH;5653
5654;LACTVIM;Lactuca viminea;Lactuca viminea;;;FALSCH;5654
5655;LACTVIR;Lactuca virosa;Lactuca virosa;;;FALSCH;5655
5656;LACTSP.;Lactuca sp.;Lactuca sp.;;;FALSCH;5656
5657;LAGAMAJ;Lagarosiphon major;Lagarosiphon major;;;FALSCH;5657
5658;LAGASP.;Lagarosiphon sp.;Lagarosiphon sp.;;;FALSCH;5658
5659;LAGUOVA;Lagurus ovatus;Lagurus ovatus;;;FALSCH;5659
5660;LAGUSP.;Lagurus sp.;Lagurus sp.;;;FALSCH;5660
5661;LAMIALB;Lamium album;Lamium album;;;FALSCH;5661
5662;LAMIAMP;Lamium amplexicaule;Lamium amplexicaule;;;FALSCH;5662
5663;LAMIHYB;Lamium hybridum;Lamium hybridum;;;FALSCH;5663
5664;LAMIMAC;Lamium maculatum;Lamium maculatum;;;FALSCH;5664
5665;LAMIORV;Lamium orvala;Lamium orvala;;;FALSCH;5665
5666;LAMIPUR;Lamium purpureum;Lamium purpureum;;;FALSCH;5666
5667;LAMIHYR;Lamium hybridum ag.;Lamium hybridum agg.;;;FALSCH;5667
5668;LAMIMAU;Lamium macula s. cupre;Lamium maculatum ssp. cupreum;;;FALSCH;5668
5669;LAMIMAL;Lamium macula s. macul;Lamium maculatum ssp. maculatum;;;FALSCH;5669
5670;LAMIMOL;Lamium molluccellifoli;Lamium molluccellifolium;;;FALSCH;5670
5671;LAMISP.;Lamium sp.;Lamium sp.;;;FALSCH;5671
5672;LAMPHAN;Lamprothamniu hansenii;Lamprothamnium hansenii;;;FALSCH;5672
5673;LAMPPAP;Lamprothamni papulosum;Lamprothamnium papulosum;;;FALSCH;5673
5674;LAMPSP.;Lamprothamnium sp.;Lamprothamnium sp.;;;FALSCH;5674
5675;LAPPHET;Lappula heteracantha;Lappula heteracantha;;;FALSCH;5675
5676;LAPPPAT;Lappula patula;Lappula patula;;;FALSCH;5676
5677;LAPPSQU;Lappula squarrosa;Lappula squarrosa;;;FALSCH;5677
5678;LAPPSQA;Lappula squarrosa ag.;Lappula squarrosa agg.;;;FALSCH;5678
5679;LAPPSP.;Lappula sp.;Lappula sp.;;;FALSCH;5679
5680;LAPSCOM;Lapsana communis;Lapsana communis;;;FALSCH;5680
5681;LAPSCOU;Lapsan commun s. commu;Lapsana communis ssp. communis;;;FALSCH;5681
5682;LAPSCON;Lapsan commun s. inter;Lapsana communis ssp. intermedia;;;FALSCH;5682
5683;LAPSSP.;Lapsana sp.;Lapsana sp.;;;FALSCH;5683
5684;LARIDEC;Larix decidua;Larix decidua;;;FALSCH;5684
5685;LARISP.;Larix sp.;Larix sp.;;;FALSCH;5685
5686;LASAPUS;Lasallia pustulata;Lasallia pustulata;;;FALSCH;5686
5687;LASASP.;Lasallia sp.;Lasallia sp.;;;FALSCH;5687
5688;LASETRI;Laser trilobum;Laser trilobum;;;FALSCH;5688
5689;LASESP.;Laser sp.;Laser sp.;;;FALSCH;5689
5690;LASEARC;Laserpitium archangeli;Laserpitium archangelica;;;FALSCH;5690
5691;LASEHAL;Laserpitium halleri;Laserpitium halleri;;;FALSCH;5691
5692;LASEKRA;Laserpitium krapfii;Laserpitium krapfii;;;FALSCH;5692
5693;LASEKRP;Laserp krapfi s. gaudi;Laserpitium krapfii ssp. gaudinii;;;FALSCH;5693
5694;LASELAT;Laserpitium latifolium;Laserpitium latifolium;;;FALSCH;5694
5695;LASELAI;Laserp latifo s. asper;Laserpitium latifolium ssp. asperum;;;FALSCH;5695
5696;LASELAF;Laserp latifo s. latif;Laserpitium latifolium ssp. latifolium;;;FALSCH;5696
5697;LASEPEU;Laserpitium peucedanoi;Laserpitium peucedanoides;;;FALSCH;5697
5698;LASEPRU;Laserpitium prutenicum;Laserpitium prutenicum;;;FALSCH;5698
5699;LASESIL;Laserpitium siler;Laserpitium siler;;;FALSCH;5699
5700;LASESPA;Laserpitium sp.;Laserpitium sp.;;;FALSCH;5700
5701;LASISTE;Lasiosphaer stereocaul;Lasiosphaeriopsis stereocaulicola;;;FALSCH;5701
5702;LASISP.;Lasiosphaeriopsis sp.;Lasiosphaeriopsis sp.;;;FALSCH;5702
5703;LATHSQU;Lathraea squamaria;Lathraea squamaria;;;FALSCH;5703
5704;LATHSQA;Lathra squama s. squam;Lathraea squamaria ssp. squamaria;;;FALSCH;5704
5705;LATHSQM;Lathra squama s. tatri;Lathraea squamaria ssp. tatrica;;;FALSCH;5705
5706;LATHSP.;Lathraea sp.;Lathraea sp.;;;FALSCH;5706
5707;LATYANN;Lathyrus annuus;Lathyrus annuus;;;FALSCH;5707
5708;LATYAPH;Lathyrus aphaca;Lathyrus aphaca;;;FALSCH;5708
5709;LATYCIC;Lathyrus cicera;Lathyrus cicera;;;FALSCH;5709
5710;LATYHET;Lathyrus heterophyllus;Lathyrus heterophyllus;;;FALSCH;5710
5711;LATYHIR;Lathyrus hirsutus;Lathyrus hirsutus;;;FALSCH;5711
5712;LATYLAE;Lathyrus laevigatus;Lathyrus laevigatus;;;FALSCH;5712
5713;LATYLAV;Lathyr laevig s. laevi;Lathyrus laevigatus ssp. laevigatus;;;FALSCH;5713
5714;LATYLAI;Lathyr laevig s. occid;Lathyrus laevigatus ssp. occidentalis;;;FALSCH;5714
5715;LATYLAT;Lathyrus latifolius;Lathyrus latifolius;;;FALSCH;5715
5716;LATYLIN;Lathyrus linifolius;Lathyrus linifolius;;;FALSCH;5716
5717;LATYNIG;Lathyrus niger;Lathyrus niger;;;FALSCH;5717
5718;LATYNIS;Lathyrus nissolia;Lathyrus nissolia;;;FALSCH;5718
5719;LATYODO;Lathyrus odoratus;Lathyrus odoratus;;;FALSCH;5719
5720;LATYPAL;Lathyrus palustris;Lathyrus palustris;;;FALSCH;5720
5721;LATYPAN;Lathyru pannoni s.lat.;Lathyrus pannonicus s.lat.;;;FALSCH;5721
5722;LATYPAO;Lathyr pannon s. colli;Lathyrus pannonicus ssp. collinus;;;FALSCH;5722
5723;LATYPAI;Lathyr pannon s. panno;Lathyrus pannonicus ssp. pannonicus;;;FALSCH;5723
5724;LATYPIS;Lathyrus pisiformis;Lathyrus pisiformis;;;FALSCH;5724
5725;LATYPRA;Lathyrus pratensis;Lathyrus pratensis;;;FALSCH;5725
5726;LATYSAT;Lathyrus sativus;Lathyrus sativus;;;FALSCH;5726
5727;LATYSYL;Lathyrus sylvestris;Lathyrus sylvestris;;;FALSCH;5727
5728;LATYTUB;Lathyrus tuberosus;Lathyrus tuberosus;;;FALSCH;5728
5729;LATYVEN;Lathyrus venetus;Lathyrus venetus;;;FALSCH;5729
5730;LATYVER;Lathyrus vernus;Lathyrus vernus;;;FALSCH;5730
5731;LATYART;Lathyrus articulatus;Lathyrus articulatus;;;FALSCH;5731
5732;LATYCLY;Lathyrus clymenum;Lathyrus clymenum;;;FALSCH;5732
5733;LATYLAX;Lathyrus laxiflorus;Lathyrus laxiflorus;;;FALSCH;5733
5734;LATYOCH;Lathyrus ochrus;Lathyrus ochrus;;;FALSCH;5734
5735;LATYSET;Lathyrus setifolius;Lathyrus setifolius;;;FALSCH;5735
5736;LATYSPH;Lathyrus sphaericus;Lathyrus sphaericus;;;FALSCH;5736
5737;LATYTIN;Lathyrus tingitanus;Lathyrus tingitanus;;;FALSCH;5737
5738;LATYTRA;Lathyrus transsilvanic;Lathyrus transsilvanicus;;;FALSCH;5738
5739;LATYSP.;Lathyrus sp.;Lathyrus sp.;;;FALSCH;5739
5740;LAVAANG;Lavandula angustifolia;Lavandula angustifolia;;;FALSCH;5740
5741;LAVASP.;Lavandula sp.;Lavandula sp.;;;FALSCH;5741
5742;LAVTARB;Lavatera arborea;Lavatera arborea;;;FALSCH;5742
5743;LAVTTHU;Lavatera thuringiaca;Lavatera thuringiaca;;;FALSCH;5743
5744;LAVTTRI;Lavatera trimestris;Lavatera trimestris;;;FALSCH;5744
5745;LAVTSP.;Lavatera sp.;Lavatera sp.;;;FALSCH;5745
5746;LAWRGLO;Lawrencia glomerata;Lawrencia glomerata;;;FALSCH;5746
5747;LAWRSP.;Lawrencia sp.;Lawrencia sp.;;;FALSCH;5747
5748;LECAABI;Lecanactis abietina;Lecanactis abietina;;;FALSCH;5748
5749;LECAABS;Lecanactis abscondita;Lecanactis abscondita;;;FALSCH;5749
5750;LECAAMY;Lecanactis amylacea;Lecanactis amylacea;;;FALSCH;5750
5751;LECADIL;Lecanactis dilleniana;Lecanactis dilleniana;;;FALSCH;5751
5752;LECAGRU;Lecanactis grumulosa;Lecanactis grumulosa;;;FALSCH;5752
5753;LECAGRM;Lecana grumul v. monst;Lecanactis grumulosa var. monstrosa;;;FALSCH;5753
5754;LECALAT;Lecanactis latebrarum;Lecanactis latebrarum;;;FALSCH;5754
5755;LECAPRE;Lecanactis premnea;Lecanactis premnea;;;FALSCH;5755
5756;LECASP.;Lecanactis sp.;Lecanactis sp.;;;FALSCH;5756
5757;LECNCOE;Lecania coeruleorubell;Lecania coeruleorubella;;;FALSCH;5757
5758;LECNCUP;Lecania cuprea;Lecania cuprea;;;FALSCH;5758
5759;LECNCYR;Lecania cyrtella;Lecania cyrtella;;;FALSCH;5759
5760;LECNCYT;Lecania cyrtellina;Lecania cyrtellina;;;FALSCH;5760
5761;LECNDUB;Lecania dubitans;Lecania dubitans;;;FALSCH;5761
5762;LECNERY;Lecania erysibe;Lecania erysibe;;;FALSCH;5762
5763;LECNFUS;Lecania fuscella;Lecania fuscella;;;FALSCH;5763
5764;LECNINU;Lecania inundata;Lecania inundata;;;FALSCH;5764
5765;LECNKOE;Lecania koerberiana;Lecania koerberiana;;;FALSCH;5765
5766;LECNNYL;Lecania nylanderiana;Lecania nylanderiana;;;FALSCH;5766
5767;LECNOLI;Lecania olivacella;Lecania olivacella;;;FALSCH;5767
5768;LECNPOL;Lecania polycycla;Lecania polycycla;;;FALSCH;5768
5769;LECNRAB;Lecania rabenhorstii;Lecania rabenhorstii;;;FALSCH;5769
5770;LECNSUA;Lecania suavis;Lecania suavis;;;FALSCH;5770
5771;LECNSYL;Lecania sylvestris;Lecania sylvestris;;;FALSCH;5771
5772;LECNSYV;Lecani sylves v. umbri;Lecania sylvestris var. umbricata;;;FALSCH;5772
5773;LECNTUR;Lecania turicensis;Lecania turicensis;;;FALSCH;5773
5774;LECNSP.;Lecania sp.;Lecania sp.;;;FALSCH;5774
5775;LECOADM;Lecanora admontensis;Lecanora admontensis;;;FALSCH;5775
5776;LECOAGA;Lecanora agardhiana;Lecanora agardhiana;;;FALSCH;5776
5777;LECOAGR;Lecano agardh v. sapan;Lecanora agardhiana var. sapandica;;;FALSCH;5777
5778;LECOALB;Lecanora albella;Lecanora albella;;;FALSCH;5778
5779;LECOALE;Lecanora albescens;Lecanora albescens;;;FALSCH;5779
5780;LECOALU;Lecanora albula;Lecanora albula;;;FALSCH;5780
5781;LECOALL;Lecanora allophana;Lecanora allophana;;;FALSCH;5781
5782;LECOANO;Lecanora anopta;Lecanora anopta;;;FALSCH;5782
5783;LECOARG;Lecanora argentata;Lecanora argentata;;;FALSCH;5783
5784;LECOARO;Lecanora argopholis;Lecanora argopholis;;;FALSCH;5784
5785;LECOBAV;Lecanora bavarica;Lecanora bavarica;;;FALSCH;5785
5786;LECOBIC;Lecanora bicincta;Lecanora bicincta;;;FALSCH;5786
5787;LECOBII;Lecano bicinc v. sored;Lecanora bicincta var. sorediata;;;FALSCH;5787
5788;LECOBOL;Lecanora boligera;Lecanora boligera;;;FALSCH;5788
5789;LECOBOR;Lecanora bormiensis;Lecanora bormiensis;;;FALSCH;5789
5790;LECOCAD;Lecanora cadubriae;Lecanora cadubriae;;;FALSCH;5790
5791;LECOCAE;Lecanora caesiosora;Lecanora caesiosora;;;FALSCH;5791
5792;LECOCAM;Lecanora campestris;Lecanora campestris;;;FALSCH;5792
5793;LECOCAR;Lecanora carpathica;Lecanora carpathica;;;FALSCH;5793
5794;LECOCAP;Lecanora carpinea;Lecanora carpinea;;;FALSCH;5794
5795;LECOCAT;Lecanora cateilea;Lecanora cateilea;;;FALSCH;5795
5796;LECOCAV;Lecanora cavicola;Lecanora cavicola;;;FALSCH;5796
5797;LECOCEN;Lecanora cenisia;Lecanora cenisia;;;FALSCH;5797
5798;LECOCEI;Lecano cenisi v. cenis;Lecanora cenisia var. cenisia;;;FALSCH;5798
5799;LECOCES;Lecano cenisi v. sored;Lecanora cenisia var. soredians;;;FALSCH;5799
5800;LECOCHA;Lecanora chalcophila;Lecanora chalcophila;;;FALSCH;5800
5801;LECOCHL;Lecanora chlarotera;Lecanora chlarotera;;;FALSCH;5801
5802;LECOC,R;Lecano chlaro f. rugos;Lecanora chlarotera f. rugosella;;;FALSCH;5802
5803;LECOCHO;Lecanora chloroleprosa;Lecanora chloroleprosa;;;FALSCH;5803
5804;LECOCHR;Lecanora chloropolia;Lecanora chloropolia;;;FALSCH;5804
5805;LECOCIN;Lecanora cinereofusca;Lecanora cinereofusca;;;FALSCH;5805
5806;LECOCIR;Lecanora circumboreali;Lecanora circumborealis;;;FALSCH;5806
5807;LECOCON;Lecanora concolor;Lecanora concolor;;;FALSCH;5807
5808;LECOCOF;Lecanora conferta;Lecanora conferta;;;FALSCH;5808
5809;LECOCOI;Lecanora conizaeoides;Lecanora conizaeoides;;;FALSCH;5809
5810;LECOCRE;Lecanora crenulata;Lecanora crenulata;;;FALSCH;5810
5811;LECODEM;Lecanora demissa;Lecanora demissa;;;FALSCH;5811
5812;LECODIA;Lecanora diaboli;Lecanora diaboli;;;FALSCH;5812
5813;LECODIS;Lecanora dispersa;Lecanora dispersa;;;FALSCH;5813
5814;LECODIP;Lecanora dispersoareol;Lecanora dispersoareolata;;;FALSCH;5814
5815;LECOEPA;Lecanora epanora;Lecanora epanora;;;FALSCH;5815
5816;LECOEPI;Lecanora epibryon;Lecanora epibryon;;;FALSCH;5816
5817;LECOEPB;Lecano epibry v. bryos;Lecanora epibryon var. bryospora;;;FALSCH;5817
5818;LECOEPR;Lecano epibry v. epibr;Lecanora epibryon var. epibryon;;;FALSCH;5818
5819;LECOEXP;Lecanora expallens;Lecanora expallens;;;FALSCH;5819
5820;LECOEXE;Lecanora expersa;Lecanora expersa;;;FALSCH;5820
5821;LECOFLA;Lecanora flavoleprosa;Lecanora flavoleprosa;;;FALSCH;5821
5822;LECOFRE;Lecanora freyi;Lecanora freyi;;;FALSCH;5822
5823;LECOFRU;Lecanora frustulosa;Lecanora frustulosa;;;FALSCH;5823
5824;LECOFUS;Lecanora fuscescens;Lecanora fuscescens;;;FALSCH;5824
5825;LECOGAN;Lecanora gangaleoides;Lecanora gangaleoides;;;FALSCH;5825
5826;LECOGAR;Lecanora garovaglii;Lecanora garovaglii;;;FALSCH;5826
5827;LECOGIL;Lecanora gisleriana;Lecanora gisleriana;;;FALSCH;5827
5828;LECOGIS;Lecanora gisleri;Lecanora gisleri;;;FALSCH;5828
5829;LECOGLA;Lecanora glabrata;Lecanora glabrata;;;FALSCH;5829
5830;LECOGLU;Lecanora glaucilutesce;Lecanora glaucilutescens;;;FALSCH;5830
5831;LECOGYP;Lecanora gypsodes;Lecanora gypsodes;;;FALSCH;5831
5832;LECOHAG;Lecanora hageni;Lecanora hageni;;;FALSCH;5832
5833;LECOH,C;Lecano hageni f. coeru;Lecanora hagenii f. coerulescens;;;FALSCH;5833
5834;LECOHAE;Lecano hageni v. falla;Lecanora hagenii var. fallax;;;FALSCH;5834
5835;LECOHAN;Lecanora handelii;Lecanora handelii;;;FALSCH;5835
5836;LECOHOR;Lecanora horiza;Lecanora horiza;;;FALSCH;5836
5837;LECOHYP;Lecanora hypopta;Lecanora hypopta;;;FALSCH;5837
5838;LECOHYO;Lecanora hypoptoides;Lecanora hypoptoides;;;FALSCH;5838
5839;LECOIMP;Lecanora impudens;Lecanora impudens;;;FALSCH;5839
5840;LECOINS;Lecanora insignis;Lecanora insignis;;;FALSCH;5840
5841;LECOINT;Lecanora intricata;Lecanora intricata;;;FALSCH;5841
5842;LECOINU;Lecanora intumescens;Lecanora intumescens;;;FALSCH;5842
5843;LECOJAM;Lecanora jamesii;Lecanora jamesii;;;FALSCH;5843
5844;LECOLAT;Lecanora latro;Lecanora latro;;;FALSCH;5844
5845;LECOLEC;Lecanora lecidella;Lecanora lecidella;;;FALSCH;5845
5846;LECOLEP;Lecanora leptacina;Lecanora leptacina;;;FALSCH;5846
5847;LECOLET;Lecanora leptyrodes;Lecanora leptyrodes;;;FALSCH;5847
5848;LECOLOJ;Lecanora lojkaeana;Lecanora lojkaeana;;;FALSCH;5848
5849;LECOMAR;Lecanora margacea;Lecanora margacea;;;FALSCH;5849
5850;LECOMAG;Lecanora marginata;Lecanora marginata;;;FALSCH;5850
5851;LECOMOS;Lecanora mosigiicola;Lecanora mosigiicola;;;FALSCH;5851
5852;LECOMUG;Lecanora mughicola;Lecanora mughicola;;;FALSCH;5852
5853;LECOMUR;Lecanora muralis;Lecanora muralis;;;FALSCH;5853
5854;LECOMUA;Lecano murali v. dubyi;Lecanora muralis var. dubyi;;;FALSCH;5854
5855;LECOMUL;Lecano murali v. mural;Lecanora muralis var. muralis;;;FALSCH;5855
5856;LECONEM;Lecanora nemoralis;Lecanora nemoralis;;;FALSCH;5856
5857;LECOORB;Lecanora orbicularis;Lecanora orbicularis;;;FALSCH;5857
5858;LECOORO;Lecanora orosthea;Lecanora orosthea;;;FALSCH;5858
5859;LECOPAL;Lecanora pallida;Lecanora pallida;;;FALSCH;5859
5860;LECOPAR;Lecanora paroptoides;Lecanora paroptoides;;;FALSCH;5860
5861;LECOPER;Lecanora perpruinosa;Lecanora perpruinosa;;;FALSCH;5861
5862;LECOPES;Lecanora persimulis;Lecanora persimulis;;;FALSCH;5862
5863;LECOPHA;Lecanora phaeostigma;Lecanora phaeostigma;;;FALSCH;5863
5864;LECOPIN;Lecanora piniperda;Lecanora piniperda;;;FALSCH;5864
5865;LECOPOL;Lecanora polytropa;Lecanora polytropa;;;FALSCH;5865
5866;LECOPOY;Lecano polytr v. alpig;Lecanora polytropa var. alpigena;;;FALSCH;5866
5867;LECOPOT;Lecano polytr v. polyt;Lecanora polytropa var. polytropa;;;FALSCH;5867
5868;LECOPRU;Lecanora pruinosa;Lecanora pruinosa;;;FALSCH;5868
5869;LECOPUL;Lecanora pulicaris;Lecanora pulicaris;;;FALSCH;5869
5870;LECOPSU;Lecanora psuedovaria;Lecanora psuedovaria;;;FALSCH;5870
5871;LECORAE;Lecanora raesaenenei;Lecanora raesaenenei;;;FALSCH;5871
5872;LECOREA;Lecanora reagens;Lecanora reagens;;;FALSCH;5872
5873;LECOREU;Lecanora reuteri;Lecanora reuteri;;;FALSCH;5873
5874;LECORUP;Lecanora rupicola;Lecanora rupicola;;;FALSCH;5874
5875;LECORUI;Lecano rupico s. rupic;Lecanora rupicola ssp. rupicola;;;FALSCH;5875
5876;LECORUC;Lecano rupico s. subpl;Lecanora rupicola ssp. subplanata;;;FALSCH;5876
5877;LECORUO;Lecano rupico v. efflo;Lecanora rupicola var. efflorens;;;FALSCH;5877
5878;LECOSAL;Lecanora salicicola;Lecanora salicicola;;;FALSCH;5878
5879;LECOSAI;Lecanora saligna;Lecanora saligna;;;FALSCH;5879
5880;LECOSAG;Lecano salign v. sarco;Lecanora saligna var. sarcopis;;;FALSCH;5880
5881;LECOSAM;Lecanora sambuci;Lecanora sambuci;;;FALSCH;5881
5882;LECOSAR;Lecanora sarcopisioide;Lecanora sarcopisioides;;;FALSCH;5882
5883;LECOSIL;Lecanora silvae-nigrae;Lecanora silvae-nigrae;;;FALSCH;5883
5884;LECOSOR;Lecanora soralifera;Lecanora soralifera;;;FALSCH;5884
5885;LECOSTR;Lecanora strobilina;Lecanora strobilina;;;FALSCH;5885
5886;LECOSUB;Lecanora subaurea;Lecanora subaurea;;;FALSCH;5886
5887;LECOSUC;Lecanora subcarnea;Lecanora subcarnea;;;FALSCH;5887
5888;LECOSUA;Lecanora subcarpinea;Lecanora subcarpinea;;;FALSCH;5888
5889;LECOSUI;Lecanora subintricata;Lecanora subintricata;;;FALSCH;5889
5890;LECOSUR;Lecanora subravida;Lecanora subravida;;;FALSCH;5890
5891;LECOSUU;Lecanora subrugosa;Lecanora subrugosa;;;FALSCH;5891
5892;LECOSUL;Lecanora sulphurea;Lecanora sulphurea;;;FALSCH;5892
5893;LECOSWA;Lecanora swartzii;Lecanora swartzii;;;FALSCH;5893
5894;LECOSWR;Lecano swartz s. caule;Lecanora swartzii ssp. caulescens;;;FALSCH;5894
5895;LECOSWT;Lecano swartz s. nylan;Lecanora swartzii ssp. nylanderi;;;FALSCH;5895
