name	author	association	suballiance	alliance	order	class
Ranunculo platanifolii-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Anemono trifoliae-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Polysticho lonchitis-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Aconito paniculati-Fagetum		TRUE	FALSE	FALSE	FALSE	FALSE
Quercetalia roboris		FALSE	FALSE	FALSE	TRUE	FALSE
Genisto germanicae-Quercion		FALSE	FALSE	TRUE	FALSE	FALSE
Deschampsio flexuosae-Quercetum sessiliflorae		TRUE	FALSE	FALSE	FALSE	FALSE
Molinio arundinaceae-Quercetum		TRUE	FALSE	FALSE	FALSE	FALSE
Cytiso nigricantis-Quercetum		TRUE	FALSE	FALSE	FALSE	FALSE
Sorbo torminalis-Quercetum		TRUE	FALSE	FALSE	FALSE	FALSE
Genisto pilosae-Quercetum petraeae		TRUE	FALSE	FALSE	FALSE	FALSE
Luzulo-Fagion		FALSE	FALSE	TRUE	FALSE	FALSE
Luzulo nemorosae-Fagetum sylvatici		TRUE	FALSE	FALSE	FALSE	FALSE
Luzulo-Tilietum cordatae		TRUE	FALSE	FALSE	FALSE	FALSE
Quercetalia pubescentis		FALSE	FALSE	FALSE	TRUE	FALSE
Quercion pubescentis-sessiliflorae		FALSE	FALSE	TRUE	FALSE	FALSE
Geranio sanguinei-Quercetum pubescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Euphorbio angulatae-Quercetum pubescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Pruno mahaleb-Quercetum pubescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Corno-Quercetum pubescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Quercetum petraeae-cerris		TRUE	FALSE	FALSE	FALSE	FALSE
Aceri tatarici-Quercion		FALSE	FALSE	TRUE	FALSE	FALSE
Aceri tatarici-Quercetum		TRUE	FALSE	FALSE	FALSE	FALSE
Pulsatillo-Pinetea		FALSE	FALSE	FALSE	FALSE	TRUE
Pulsatillo-Pinetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Ononido-Pinion		FALSE	FALSE	TRUE	FALSE	FALSE
Ononido-Pinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Junipero sabinae-Laricetum		TRUE	FALSE	FALSE	FALSE	FALSE
Salici eleagni-Pinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Erico-Pinetea		FALSE	FALSE	FALSE	FALSE	TRUE
Erico-Pinetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Erico-Pinion sylvestris		FALSE	FALSE	TRUE	FALSE	FALSE
Molinio litoralis-Pinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Cephalanthero-Pinetum sylvestris		TRUE	FALSE	FALSE	FALSE	FALSE
Carici humilis-Pinetum sylvestris		TRUE	FALSE	FALSE	FALSE	FALSE
Erico-Pinetum sylvestris		TRUE	FALSE	FALSE	FALSE	FALSE
Dorycnio-Pinetum sylvestris		TRUE	FALSE	FALSE	FALSE	FALSE
Euphorbio saxatilis-Pinetum nigrae		TRUE	FALSE	FALSE	FALSE	FALSE
Seslerio-Pinetum nigrae		TRUE	FALSE	FALSE	FALSE	FALSE
Fraxino orni-Ostryion carpinifoliae		FALSE	FALSE	TRUE	FALSE	FALSE
Ostryo carpinifoliae-Fraxinetum orni		TRUE	FALSE	FALSE	FALSE	FALSE
Fraxino orni-Pinetum nigrae		TRUE	FALSE	FALSE	FALSE	FALSE
Erico-Pinion mugo		FALSE	FALSE	TRUE	FALSE	FALSE
Rhodothamno-Rhododendretum hirsuti		TRUE	FALSE	FALSE	FALSE	FALSE
Erico carneae-Pinetum prostratae		TRUE	FALSE	FALSE	FALSE	FALSE
Vaccinio myrtilli-Pinetum montanae		TRUE	FALSE	FALSE	FALSE	FALSE
Lycopodio annotini-Pinetum uncinatae		TRUE	FALSE	FALSE	FALSE	FALSE
Erico carneae-Pinetum uncinatae		TRUE	FALSE	FALSE	FALSE	FALSE
Rhododendro hirsuti-Pinetum montanae		TRUE	FALSE	FALSE	FALSE	FALSE
Pinetum cembrae		TRUE	FALSE	FALSE	FALSE	FALSE
Laricetum deciduae		TRUE	FALSE	FALSE	FALSE	FALSE
						
Vaccinio-Piceetea	Br.-Bl. et al. 1939	FALSE	FALSE	FALSE	FALSE	TRUE
Piceetalia	Pawł. 1928	FALSE	FALSE	FALSE	TRUE	FALSE
Abietii-Piceion	(Br.-Bl. 1939) Soó 1963 s.l.	FALSE	FALSE	TRUE	FALSE	FALSE
Larici-Piceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Soldanello montanae-Piceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Mastigobryo-Piceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Luzulo nemorosae-Piceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Larici-Pinetum cembrae		TRUE	FALSE	FALSE	FALSE	FALSE
Rhododendro ferruginei-Pinetum prostratae		TRUE	FALSE	FALSE	FALSE	FALSE
Dicrano-Pinion		FALSE	FALSE	TRUE	FALSE	FALSE
Dicrano-Pinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Vaccinio vitis-idaeae-Pinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Cardaminopsio petraeae-Pinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Festuco eggleri-Pinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Festuco ovinae-Pinetum		TRUE	FALSE	FALSE	FALSE	FALSE
Betulion pubescentis		FALSE	FALSE	TRUE	FALSE	FALSE
Vaccinio uliginosi-Betuletum pubescentis		TRUE	FALSE	FALSE	FALSE	FALSE
Vaccinio uliginosi-Pinetum sylvestris		TRUE	FALSE	FALSE	FALSE	FALSE
Sphagno girgensohnii-Piceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Athyrio-Piceetalia		FALSE	FALSE	FALSE	TRUE	FALSE
Chrysanthemo rotundifolii-Piceion		FALSE	FALSE	TRUE	FALSE	FALSE
Adenostylo glabrae-Piceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Adenostylo alliariae-Abietetum		TRUE	FALSE	FALSE	FALSE	FALSE
Abieti-Piceion	(Br.-Bl. 1939) Soó 1963 s.l.	FALSE	FALSE	TRUE	FALSE	FALSE
Galio rotundifolii-Piceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Veronico latifoliae-Piceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Adenostylo glabrae-Abietetum		TRUE	FALSE	FALSE	FALSE	FALSE
Calamagrostio variae-Piceetum	Schweingruber 1972	TRUE	FALSE	FALSE	FALSE	FALSE
						
Calamagrostio variae-Abietenion  	(Horvat 1962) Exner & Willner 2007	FALSE	TRUE	FALSE	FALSE	FALSE
Carici albae-Abietetum	Ling ex Gafta 1994	TRUE	FALSE	FALSE	FALSE	FALSE
Cylamini-Abietetum	Willner & Zukrigl (1999) nom. nov.					
Asplenio-Piceetum		TRUE	FALSE	FALSE	FALSE	FALSE
Equiseto sylvatici-Abietetum		TRUE	FALSE	FALSE	FALSE	FALSE
